ano,codigo_municipio,municipio,candidatos,rho_receita_votos,p_receita_votos,rho_receita_votos_dentro_lista,p_receita_votos_dentro_lista,auc_receita_eleicao,auc_votos_eleicao,auc_forca_lista_eleicao,percentil_rho_receita_votos,percentil_rho_receita_votos_dentro_lista,percentil_auc_votos_eleicao
2016,85014,AGUDO,36,0.632547980285941,3.4870965787917064e-05,0.5206696759210176,0.0011317798728677356,0.691358024691358,0.9958847736625513,0.6419753086419753,0.6519114688128773,0.43661971830985913,0.6006036217303823
2016,85022,ERNESTINA,30,0.35942547378832407,0.05108650623596623,0.38640200405471037,0.03492852215941374,0.6164021164021164,1.0,0.6587301587301587,0.22334004024144868,0.22334004024144868,0.8430583501006036
2016,85030,AJURICABA,34,0.5260181875217372,0.0013973652468408453,0.5977346063048097,0.00018927683805601325,0.8088888888888889,1.0,0.5222222222222221,0.4386317907444668,0.5875251509054326,0.8430583501006036
2016,85049,DEZESSEIS DE NOVEMBRO,22,0.5583828326080087,0.006916126438128638,0.6595985561896123,0.0008390859926000234,0.8076923076923076,0.9786324786324786,0.5085470085470085,0.5211267605633803,0.7323943661971831,0.1448692152917505
2016,85057,ALECRIM,24,0.5904347826086956,0.0023858553290152036,0.4554477282752537,0.025319956146616193,0.7555555555555556,0.9333333333333333,0.8444444444444444,0.5714285714285714,0.317907444668008,0.01006036217303823
2016,85065,BROCHIER,39,0.09370260349757344,0.5704530014039644,0.1919514458192074,0.24828874638520004,0.512962962962963,0.9925925925925926,0.5351851851851852,0.06237424547283702,0.07645875251509054,0.4537223340040241
2016,85073,ALEGRETE,106,0.7609510558358004,2.9394533055842237e-21,0.7196025232516944,5.230166347823976e-18,0.9172161172161172,0.9846153846153847,0.6571428571428571,0.9295774647887324,0.89738430583501,0.23541247484909456
2016,85081,EREBANGO,30,0.20254018739622856,0.28309432353483766,0.5706009779818723,0.0009928936888400533,0.6798941798941799,0.9708994708994709,0.5158730158730158,0.11670020120724346,0.5191146881287726,0.07847082494969819
2016,85090,ALPESTRE,26,0.5706958537845381,0.0023303805951070517,0.3112480785213816,0.12168489046494352,0.7581699346405228,0.9934640522875817,0.6699346405228759,0.5392354124748491,0.1448692152917505,0.5040241448692153
2016,85103,ENTRE-IJUÍS,36,0.7987125861414144,5.287373966191673e-09,0.6894596311597521,3.309415002612055e-06,0.9094650205761317,0.9876543209876543,0.654320987654321,0.9758551307847082,0.8189134808853119,0.30985915492957744
2016,85111,ALVORADA,281,0.5740658928281797,4.9506293552012333e-26,0.5104755543564606,1.018602662902716e-19,0.9688057040998218,0.9919786096256684,0.8137254901960784,0.545271629778672,0.4124748490945674,0.43661971830985913
2016,85120,NOVA ESPERANÇA DO SUL,25,0.3898403574286357,0.05405257189368106,0.40319479507203754,0.04566027468305869,0.5833333333333334,1.0,0.4027777777777778,0.26156941649899396,0.2454728370221328,0.8430583501006036
2016,85138,ANTA GORDA,18,0.5402892561983472,0.020625886887923592,0.5519917965758541,0.017543451309487552,0.7407407407407407,1.0,0.5,0.47484909456740443,0.48088531187122735,0.8430583501006036
2016,85146,PAVERAMA,50,0.7595033981490098,1.615633666953057e-10,0.6772017682784753,9.132300068388305e-08,0.8075880758807588,1.0,0.6138211382113821,0.9275653923541247,0.7826961770623743,0.8430583501006036
2016,85154,ANTÔNIO PRADO,38,0.42037868260963074,0.008593224342760025,0.2302393257816076,0.17039907324992049,0.603448275862069,0.9846743295019157,0.6015325670498083,0.29979879275653926,0.10462776659959759,0.23843058350100604
2016,85162,TERRA DE AREIA,30,0.5070641927027151,0.004239270409103178,0.5924482067275563,0.0005618276384252748,0.7724867724867726,1.0,0.46825396825396826,0.4225352112676056,0.5694164989939637,0.8430583501006036
2016,85170,ARATIBA,43,0.6978132207466294,1.983662987875002e-07,0.637016331339496,4.372938249951879e-06,0.8888888888888888,0.9901960784313726,0.6519607843137255,0.8148893360160966,0.670020120724346,0.3762575452716298
2016,85189,HARMONIA,30,0.6601359143482827,7.210814216779011e-05,0.6409827911476922,0.00013547931400798648,0.8042328042328042,1.0,0.5396825396825398,0.7283702213279678,0.6921529175050302,0.8430583501006036
2016,85197,ARROIO DO MEIO,52,0.526969626899553,5.982771733181618e-05,0.6451013478905853,2.438033120625909e-07,0.8403547671840355,0.9955654101995566,0.6463414634146342,0.4426559356136821,0.7002012072434608,0.5915492957746479
2016,85200,CAMPOS BORGES,35,0.532581283256238,0.0009894833998759938,0.6851436647530303,5.608986097201655e-06,0.6901709401709402,0.9893162393162392,0.5470085470085471,0.45472837022132795,0.8108651911468813,0.352112676056338
2016,85219,ARROIO DOS RATOS,53,0.4795337500320478,0.0002800534333023426,0.4676653331587033,0.0004141935458061501,0.7588383838383838,0.9797979797979798,0.6338383838383839,0.3762575452716298,0.3319919517102616,0.15593561368209255
2016,85227,CERRO GRANDE,29,0.4837915377043801,0.007837308476806496,0.5342128989378202,0.0028353264144789117,0.7027777777777778,0.9944444444444445,0.5777777777777778,0.3843058350100604,0.4507042253521127,0.5492957746478874
2016,85235,ARROIO DO TIGRE,35,0.5556411527037317,0.0005299465913531507,0.6968316276461516,3.317180434695863e-06,0.6965811965811965,0.9700854700854701,0.5363247863247863,0.5150905432595574,0.8450704225352113,0.0744466800804829
2016,85243,IPIRANGA DO SUL,25,0.7081009453787658,7.488939375560513e-05,0.5716763005780346,0.0028319426071521446,0.7152777777777778,0.9722222222222222,0.4652777777777778,0.8410462776659959,0.5231388329979879,0.08651911468812877
2016,85251,ARROIO GRANDE,67,0.7350410741827083,1.422381758027744e-12,0.7319971149444368,1.9551022200492547e-12,0.8869731800766284,0.9961685823754789,0.7193486590038314,0.8933601609657947,0.9074446680080482,0.607645875251509
2016,85260,LAGOÃO,30,0.7788537655589689,3.9952876884705826e-07,0.790659030131276,2.0059704465889632e-07,0.8624338624338624,0.9947089947089947,0.46825396825396826,0.9577464788732394,0.96579476861167,0.5613682092555332
2016,85278,ARVOREZINHA,36,0.5664434903267835,0.0003165783585360151,0.4951293969791264,0.002139430667383183,0.8004115226337448,0.9876543209876543,0.5370370370370371,0.5331991951710262,0.3903420523138833,0.30985915492957744
2016,85286,ESTAÇÃO,34,0.5923435625948592,0.0002236257110642627,0.7119197212860565,3.3865384916752658e-06,0.7911111111111111,0.9422222222222223,0.5644444444444445,0.5754527162977867,0.8772635814889336,0.014084507042253521
2016,85294,AUGUSTO PESTANA,30,0.6631813125695216,6.496180180026472e-05,0.8493211662586246,2.9572109024665296e-09,0.8253968253968254,1.0,0.5158730158730158,0.738430583501006,0.9959758551307847,0.8430583501006036
2016,85308,ARROIO DO SAL,71,0.5463389279883111,8.286231987572228e-07,0.6578256311593925,6.122372424150744e-10,0.6478494623655914,0.9982078853046595,0.6397849462365591,0.4969818913480885,0.7283702213279678,0.6659959758551308
2016,85316,BAGÉ,188,0.7137467330026271,1.3985828918992041e-30,0.7041122150107064,7.247577817514243e-29,0.8981768145854833,0.9962160302717579,0.673374613003096,0.8470824949698189,0.8631790744466801,0.6096579476861167
2016,85324,SÃO JOSÉ DO HORTÊNCIO,22,0.4610170227292699,0.030815644494501835,0.3876166397496607,0.07468524291872232,0.7136752136752136,1.0,0.5854700854700855,0.3641851106639839,0.22535211267605634,0.8430583501006036
2016,85332,BARÃO DE COTEGIPE,40,0.02455478934883139,0.8804520659597368,0.21287665493332683,0.1872249224916364,0.4659498207885304,0.9534050179211471,0.564516129032258,0.04225352112676056,0.08853118712273642,0.028169014084507043
2016,85340,PINHAL,13,-0.08803309566091672,0.7748931291635943,-0.08803309566091672,0.7748931291635943,0.33333333333333337,1.0,0.5,0.014084507042253521,0.018108651911468814,0.8430583501006036
2016,85359,BARRACÃO,25,0.24243628680089938,0.24295062505507825,0.4057447784155299,0.044181165117415176,0.7083333333333333,0.9965277777777778,0.5277777777777778,0.1448692152917505,0.24748490945674045,0.6207243460764588
2016,85367,TRÊS CACHOEIRAS,31,0.7671674940687117,4.791161681552392e-07,0.6949682398950526,1.4352691990843324e-05,0.8333333333333334,0.9949494949494949,0.5277777777777778,0.9456740442655935,0.8410462776659959,0.5714285714285714
2016,85375,BARRA DO RIBEIRO,67,0.7275296746176773,3.0943951933937142e-12,0.6672824155787641,6.990726438803489e-10,0.8984674329501915,0.9885057471264368,0.6886973180076628,0.8832997987927566,0.7545271629778671,0.32696177062374243
2016,85383,SÃO VENDELINO,23,0.42797134985795326,0.04162671127434513,0.47787393302094144,0.02109620759643119,0.8015873015873016,0.9841269841269842,0.4920634920634921,0.3118712273641851,0.3501006036217304,0.22334004024144868
2016,85391,BARROS CASSAL,35,0.6693751816878883,1.0982744287000786e-05,0.5103414742522574,0.0017351248851089395,0.7649572649572649,0.9807692307692307,0.6260683760683761,0.7545271629778671,0.4104627766599598,0.16498993963782696
2016,85405,PROTÁSIO ALVES,16,-0.32617837561346785,0.2175955620325401,0.028997252311660313,0.9151049858011167,0.3253968253968254,0.9841269841269842,0.6746031746031745,0.006036217303822937,0.03420523138832998,0.22334004024144868
2016,85413,BENTO GONÇALVES,170,0.7370427696827266,2.1550472437455643e-30,0.6838704477416747,8.900221993289867e-25,0.8585159554017685,0.9932718185313342,0.6603229527104959,0.8953722334004024,0.7987927565392354,0.48893360160965793
2016,85421,POUSO NOVO,28,0.412522360113819,0.0291432155640884,0.35401536967778574,0.06456803936475945,0.6403508771929824,1.0,0.5818713450292398,0.2857142857142857,0.17706237424547283,0.8430583501006036
2016,85430,BOA VISTA DO BURICÁ,19,0.45789473684210524,0.048674125792005335,0.5184372256365233,0.022959771557869234,0.6111111111111112,0.9777777777777779,0.6333333333333333,0.36016096579476864,0.42857142857142855,0.13682092555331993
2016,85448,EUGÊNIO DE CASTRO,23,0.34980237154150196,0.10179594567782946,0.3858345715700842,0.06900947012511005,0.6587301587301587,1.0,0.6984126984126984,0.21730382293762576,0.2193158953722334,0.8430583501006036
2016,85456,BOM JESUS,34,0.527782028159759,0.0013372399872856931,0.5872005221749333,0.00026147441181607537,0.7511111111111111,1.0,0.5177777777777778,0.44466800804828976,0.5533199195171026,0.8430583501006036
2016,85464,CRISTAL,50,0.6598131337665797,1.8691285241349612e-07,0.6996395226641412,1.5758978283342624e-08,0.7127371273712737,1.0,0.6707317073170732,0.7223340040241448,0.8511066398390342,0.8430583501006036
2016,85472,BOM RETIRO DO SUL,55,0.651886862220834,7.00702199513202e-08,0.5397172214173774,2.1155743528658625e-05,0.748792270531401,0.9927536231884058,0.6002415458937198,0.704225352112676,0.4607645875251509,0.4607645875251509
2016,85480,SÃO MIGUEL DAS MISSÕES,34,0.42656275873261784,0.011878594217505737,0.5133914966767917,0.0019014840990157088,0.6399999999999999,0.9933333333333334,0.6333333333333333,0.30985915492957744,0.4164989939637827,0.49295774647887325
2016,85499,BOSSOROCA,31,0.7310483870967742,3.00136122544297e-06,0.7520694528568547,1.07107621632857e-06,0.8383838383838383,0.9848484848484849,0.6237373737373737,0.8873239436619719,0.9396378269617707,0.24748490945674045
2016,85502,GLORINHA,42,0.5367398358930189,0.0002478820390963333,0.5110494385246603,0.0006391535915520481,0.7104377104377104,0.9932659932659932,0.6127946127946128,0.4607645875251509,0.41448692152917505,0.4859154929577465
2016,85510,BRAGA,19,0.5894736842105263,0.007905138622080773,0.6918349429323968,0.0010321320041180829,0.8222222222222223,1.0,0.5277777777777778,0.5674044265593562,0.8269617706237424,0.8430583501006036
2016,85529,SEGREDO,31,0.7738290085072381,3.2957453819965943e-07,0.7928078437648001,1.0557029390217546e-07,0.7853535353535354,1.0,0.595959595959596,0.9517102615694165,0.971830985915493,0.8430583501006036
2016,85537,BUTIÁ,72,0.6482514824514717,7.448709968378297e-10,0.6782316300540434,5.935741918532836e-11,0.892416225749559,0.9929453262786596,0.6111111111111112,0.6901408450704225,0.7847082494969819,0.46680080482897385
2016,85545,ALEGRIA,29,0.36186722777253466,0.053738152867828286,0.34072431633407246,0.07049709121170364,0.7111111111111111,1.0,0.5027777777777778,0.22535211267605634,0.1710261569416499,0.8430583501006036
2016,85553,CAÇAPAVA DO SUL,75,0.781039243887648,1.397790044584442e-16,0.6707482106895197,4.5860729574745244e-11,0.9176136363636364,0.9943181818181818,0.7151988636363636,0.959758551307847,0.7665995975855131,0.545271629778672
2016,85561,SALDANHA MARINHO,21,0.5,0.02099150467016482,0.6393229166666666,0.0018064098658404145,0.6388888888888888,1.0,0.5462962962962962,0.4164989939637827,0.6841046277665996,0.8430583501006036
2016,85570,CACEQUI,39,0.6986574098160391,7.571870624546352e-07,0.717230554733236,2.786812391875848e-07,0.9407407407407407,0.9851851851851852,0.6388888888888888,0.8169014084507042,0.8933601609657947,0.25855130784708247
2016,85588,SÃO JOSÉ DO HERVAL,15,0.7181374840196019,0.002566466851427267,0.7181374840196019,0.002566466851427267,0.9166666666666666,1.0,0.5,0.8651911468812877,0.8953722334004024,0.8430583501006036
2016,85596,CACHOEIRA DO SUL,161,0.6658158231439092,5.6247440336553985e-22,0.5596669551126507,1.433741482260891e-14,0.8187214611872146,0.9844748858447488,0.617351598173516,0.744466800804829,0.4949698189134809,0.23138832997987926
2016,85600,VISTA ALEGRE,22,0.10736586990540536,0.6343781240800794,0.2553427911806437,0.25142618638182357,0.6239316239316239,1.0,0.5854700854700855,0.06438631790744467,0.11670020120724346,0.8430583501006036
2016,85618,CACHOEIRINHA,197,0.695960115854782,7.331942859990546e-30,0.6935654644533253,2.6676046314156714e-29,0.9552287581699346,0.9862745098039215,0.7287581699346406,0.8128772635814889,0.8390342052313883,0.28169014084507044
2016,85626,IVORÁ,20,0.6794738979406734,0.0009835748295570737,0.44364649861960465,0.05006755132335011,0.7424242424242424,0.9494949494949495,0.6868686868686869,0.7766599597585513,0.29577464788732394,0.018108651911468814
2016,85634,CACIQUE DOBLE,19,0.12379284841333496,0.6136171038986711,0.22090472046897064,0.3634393984828175,0.4722222222222222,0.9666666666666668,0.5277777777777778,0.07042253521126761,0.0925553319919517,0.060362173038229376
2016,85642,VILA MARIA,28,0.49185712791249103,0.007850327813019834,-0.007129147512311189,0.9712788933315789,0.5087719298245614,0.9298245614035089,0.564327485380117,0.40040241448692154,0.028169014084507043,0.008048289738430584
2016,85650,CAIBATÉ,23,0.21187293655092718,0.331787090808991,0.435251481243079,0.03791516222289383,0.6666666666666666,1.0,0.5436507936507936,0.1227364185110664,0.28772635814889336,0.8430583501006036
2016,85669,TAQUARUÇU DO SUL,30,0.6503088886225646,0.00010019872990855538,0.54738044596035,0.0017444199518760338,0.7433862433862434,1.0,0.6587301587301587,0.6941649899396378,0.47484909456740443,0.8430583501006036
2016,85677,CAIÇARA,42,0.3921290508458109,0.010217680190573434,0.3271627558973138,0.034442052312626203,0.7239057239057238,0.9932659932659932,0.6683501683501684,0.2635814889336016,0.15090543259557343,0.4859154929577465
2016,85685,IMBÉ,97,0.451867274445129,3.3847541710457276e-06,0.6317485613132061,6.659545477943955e-12,0.8977272727272727,0.9987373737373738,0.7443181818181818,0.34004024144869216,0.6579476861167002,0.670020120724346
2016,85693,CAMAQUÃ,168,0.42388888768172406,1.0313741141188263e-08,0.5655489005369501,2.0408275534998225e-15,0.8657952069716776,0.9991285403050109,0.6941176470588235,0.3058350100603622,0.5070422535211268,0.676056338028169
2016,85707,SEDE NOVA,22,0.5354419868980637,0.010226615142277627,0.42723935020107195,0.04734423929940468,0.7777777777777777,0.9914529914529915,0.4700854700854701,0.45875251509054327,0.2776659959758551,0.4245472837022133
2016,85715,CAMBARÁ DO SUL,48,0.5640065439879933,2.983881959759019e-05,0.4676466974862158,0.00080396701766084,0.8746438746438746,0.9686609686609685,0.7521367521367521,0.5291750503018109,0.3299798792756539,0.06639839034205232
2016,85723,TUPANDI,32,-0.0219941348973607,0.9048936616672866,0.0936927026035937,0.6100209649553836,0.47342995169082125,0.9903381642512078,0.572463768115942,0.028169014084507043,0.052313883299798795,0.386317907444668
2016,85731,CAMPINA DAS MISSÕES,30,0.6082118653430987,0.0003630224503442976,0.5948775203217623,0.0005260298534003212,0.8783068783068783,0.9947089947089948,0.5608465608465609,0.6197183098591549,0.5754527162977867,0.5663983903420523
2016,85740,RIOZINHO,36,0.646490668593497,2.047759510791642e-05,0.5577287737745427,0.0004996944462969832,0.7530864197530864,0.9917695473251029,0.6296296296296295,0.6881287726358148,0.4909456740442656,0.4346076458752515
2016,85758,CAMPINAS DO SUL,30,0.42448531892567987,0.01938724571348327,0.5006160822283424,0.005676644655691739,0.7248677248677249,1.0,0.5264550264550265,0.30784708249496984,0.3963782696177062,0.8430583501006036
2016,85766,RELVADO,16,0.28991913661984064,0.2760591963386806,0.428252906469774,0.09794053543370988,0.7619047619047619,0.9682539682539684,0.5634920634920635,0.17303822937625754,0.28169014084507044,0.06438631790744467
2016,85774,CAMPO BOM,99,0.7211868624096289,3.8087169259631544e-17,0.6928006616575818,2.71418615749457e-15,0.9338842975206612,0.9834710743801653,0.684400826446281,0.8712273641851107,0.8329979879275654,0.20925553319919518
2016,85782,IMIGRANTE,29,0.7198917624153223,1.071824612375823e-05,0.6516912582014113,0.00012832412105728225,0.7777777777777778,0.975,0.5583333333333333,0.869215291750503,0.7183098591549296,0.10865191146881288
2016,85790,CAMPO NOVO,48,0.6526467993494783,4.988118597883073e-07,0.7158183773447183,1.0732725340380163e-08,0.8262108262108262,0.9971509971509971,0.4999999999999999,0.7062374245472837,0.8853118712273642,0.641851106639839
2016,85804,CIDREIRA,90,0.45471826141216154,6.720807185065127e-06,0.5284698548261262,8.619484210624884e-08,0.9231824417009603,0.9972565157750343,0.7839506172839507,0.3501006036217304,0.4386317907444668,0.6438631790744467
2016,85812,CANDELÁRIA,79,0.669346988507957,1.5452015725440976e-11,0.7034651624670921,4.851123750386785e-13,0.9003496503496504,0.9895104895104894,0.5757575757575757,0.7525150905432596,0.8591549295774648,0.36016096579476864
2016,85820,MONTAURI,18,-0.06839436995066701,0.787424717730084,-0.16424151918797178,0.5148929165896898,0.5308641975308642,1.0,0.5555555555555556,0.018108651911468814,0.014084507042253521,0.8430583501006036
2016,85839,CÂNDIDO GODÓI,26,0.13755351482792938,0.5028007846778093,0.26882104360455744,0.18420827376663412,0.5392156862745098,1.0,0.542483660130719,0.08450704225352113,0.1227364185110664,0.8430583501006036
2016,85847,VISTA GAÚCHA,12,0.3706293706293707,0.23562100351264567,0.3706293706293707,0.23562100351264567,0.9259259259259259,1.0,0.5,0.23541247484909456,0.193158953722334,0.8430583501006036
2016,85855,CANELA,85,0.6735866961587258,1.6199941160036913e-12,0.5375462241183511,1.1287377380279332e-07,0.703931203931204,0.9987714987714988,0.6609336609336609,0.7665995975855131,0.4567404426559356,0.6720321931589537
2016,85863,VISTA ALEGRE DO PRATA,18,0.4569914273963137,0.05657183529897649,0.24806741337940458,0.3209381004592872,0.6358024691358024,1.0,0.6111111111111112,0.3561368209255533,0.11066398390342053,0.8430583501006036
2016,85871,CANGUÇU,113,0.7644455306446877,6.762221880181269e-23,0.7414392978555613,8.870687373254812e-21,0.8707482993197279,0.9925170068027211,0.6656462585034014,0.9396378269617707,0.9215291750503019,0.448692152917505
2016,85880,CASEIROS,27,0.38388629630050114,0.04806082934749639,0.35152081179260863,0.07217626268166913,0.6049382716049383,0.9938271604938271,0.5277777777777778,0.2515090543259557,0.1750503018108652,0.5201207243460765
2016,85898,CANOAS,295,0.6841797096770695,4.625701989259675e-42,0.6845308232872607,1.984085559485539e-41,0.975842891901286,0.9966979492526937,0.6991657977059437,0.7847082494969819,0.806841046277666,0.6237424547283702
2016,85901,ITACURUBI,31,0.5538524048845663,0.0012273724905204402,0.4456785228190329,0.011980084561264533,0.6868686868686869,0.9823232323232323,0.6237373737373737,0.5110663983903421,0.30181086519114686,0.18209255533199195
2016,85910,CARAZINHO,102,0.6936760767971241,6.394157209776924e-16,0.7567793075472187,3.5863259901761096e-20,0.9040622299049266,0.9922212618841832,0.5492653414001729,0.8088531187122736,0.9456740442655935,0.4426559356136821
2016,85928,ENTRE RIOS DO SUL,24,0.566013125627195,0.003938595646794687,0.6437013417012997,0.0006891667451062005,0.8666666666666667,1.0,0.6333333333333333,0.5311871227364185,0.6981891348088531,0.8430583501006036
2016,85936,CARLOS BARBOSA,65,0.503121117057358,1.9416279266886206e-05,0.3752639243326684,0.0020687266569457703,0.7365319865319866,0.9915824915824915,0.6540404040404041,0.41851106639839036,0.19919517102615694,0.42655935613682094
2016,85944,CERRO GRANDE DO SUL,53,0.4874173289424475,0.00021423087667919494,0.5439276082344043,2.5591065864492838e-05,0.7095959595959596,0.9924242424242423,0.6704545454545455,0.38832997987927564,0.46680080482897385,0.44466800804828976
2016,85952,CASCA,33,0.6504863482282223,4.166122253993517e-05,0.7315591607128757,1.3202024264920548e-06,0.8287037037037037,1.0,0.5833333333333333,0.7002012072434608,0.9054325955734407,0.8430583501006036
2016,85960,CAMARGO,22,0.12905261149581418,0.5670648994536669,0.10483702922452154,0.6424262938757871,0.5512820512820513,0.9743589743589743,0.5854700854700855,0.07847082494969819,0.05835010060362173,0.10160965794768612
