ano,fold,modelo,auc
2024,33,Viabilidade prévia + dinheiro,0.9402173913043479
2024,34,Somente dinheiro,1.0
2024,34,Votos correntes + lista,1.0
2024,34,Votos correntes + lista + dinheiro,1.0
2024,34,Viabilidade prévia,0.9619565217391305
2024,34,Viabilidade prévia + dinheiro,1.0
2024,35,Somente dinheiro,0.9891304347826088
2024,35,Votos correntes + lista,1.0
2024,35,Votos correntes + lista + dinheiro,1.0
2024,35,Viabilidade prévia,0.7608695652173914
2024,35,Viabilidade prévia + dinheiro,0.9728260869565218
2024,36,Somente dinheiro,0.9680851063829787
2024,36,Votos correntes + lista,0.9946808510638298
2024,36,Votos correntes + lista + dinheiro,1.0
2024,36,Viabilidade prévia,0.7420212765957447
2024,36,Viabilidade prévia + dinheiro,0.9521276595744681
2024,37,Somente dinheiro,0.9304347826086956
2024,37,Votos correntes + lista,1.0
2024,37,Votos correntes + lista + dinheiro,0.9956521739130435
2024,37,Viabilidade prévia,0.9652173913043479
2024,37,Viabilidade prévia + dinheiro,0.9521739130434783
2024,38,Somente dinheiro,0.8913043478260869
2024,38,Votos correntes + lista,1.0
2024,38,Votos correntes + lista + dinheiro,0.9945652173913043
2024,38,Viabilidade prévia,0.875
2024,38,Viabilidade prévia + dinheiro,0.9130434782608696
2024,39,Somente dinheiro,0.891304347826087
2024,39,Votos correntes + lista,1.0
2024,39,Votos correntes + lista + dinheiro,0.9836956521739131
2024,39,Viabilidade prévia,0.9456521739130435
2024,39,Viabilidade prévia + dinheiro,0.9510869565217391
2024,40,Somente dinheiro,0.9239130434782609
2024,40,Votos correntes + lista,1.0
2024,40,Votos correntes + lista + dinheiro,1.0
2024,40,Viabilidade prévia,0.49728260869565216
2024,40,Viabilidade prévia + dinheiro,0.8804347826086957
2024,41,Somente dinheiro,0.9680851063829787
2024,41,Votos correntes + lista,1.0
2024,41,Votos correntes + lista + dinheiro,1.0
2024,41,Viabilidade prévia,0.9202127659574468
2024,41,Viabilidade prévia + dinheiro,0.9574468085106383
2024,42,Somente dinheiro,0.9434782608695652
2024,42,Votos correntes + lista,1.0
2024,42,Votos correntes + lista + dinheiro,0.9956521739130435
2024,42,Viabilidade prévia,0.9739130434782608
2024,42,Viabilidade prévia + dinheiro,0.991304347826087
2024,43,Somente dinheiro,0.9619565217391305
2024,43,Votos correntes + lista,1.0
2024,43,Votos correntes + lista + dinheiro,1.0
2024,43,Viabilidade prévia,0.6494565217391305
2024,43,Viabilidade prévia + dinheiro,0.8913043478260869
2024,44,Somente dinheiro,0.9021739130434782
2024,44,Votos correntes + lista,1.0
2024,44,Votos correntes + lista + dinheiro,0.9945652173913043
2024,44,Viabilidade prévia,0.9891304347826088
2024,44,Viabilidade prévia + dinheiro,0.9782608695652174
2024,45,Somente dinheiro,0.7989130434782609
2024,45,Votos correntes + lista,1.0
2024,45,Votos correntes + lista + dinheiro,0.9891304347826088
2024,45,Viabilidade prévia,0.5108695652173914
2024,45,Viabilidade prévia + dinheiro,0.8152173913043479
2024,46,Somente dinheiro,0.9680851063829786
2024,46,Votos correntes + lista,1.0
2024,46,Votos correntes + lista + dinheiro,1.0
2024,46,Viabilidade prévia,0.7872340425531916
2024,46,Viabilidade prévia + dinheiro,0.9787234042553191
2024,47,Somente dinheiro,0.8913043478260869
2024,47,Votos correntes + lista,1.0
2024,47,Votos correntes + lista + dinheiro,1.0
2024,47,Viabilidade prévia,0.7260869565217392
2024,47,Viabilidade prévia + dinheiro,0.8608695652173913
2024,48,Somente dinheiro,0.8858695652173914
2024,48,Votos correntes + lista,1.0
2024,48,Votos correntes + lista + dinheiro,0.9782608695652174
2024,48,Viabilidade prévia,0.9619565217391305
2024,48,Viabilidade prévia + dinheiro,0.9293478260869565
2024,49,Somente dinheiro,0.9619565217391304
2024,49,Votos correntes + lista,1.0
2024,49,Votos correntes + lista + dinheiro,1.0
2024,49,Viabilidade prévia,0.7119565217391304
2024,49,Viabilidade prévia + dinheiro,0.8858695652173914
2024,50,Somente dinheiro,0.9184782608695652
2024,50,Votos correntes + lista,1.0
2024,50,Votos correntes + lista + dinheiro,1.0
2024,50,Viabilidade prévia,0.9184782608695652
2024,50,Viabilidade prévia + dinheiro,0.9782608695652175
