ano,codigo_municipio,lista_id,votos_nominais_validos_lista,votos_legenda_validos_lista,votos_validos_lista,partidos_na_lista,votos_validos_municipio,fracao_votos_lista
2016,84735,COLIGACAO:210000001232,1423,74,1497,4,2754,0.5435729847494554
2016,84735,COLIGACAO:210000002148,1207,50,1257,2,2754,0.4564270152505447
2016,84743,COLIGACAO:210000000272,805,35,840,5,2293,0.3663323157435674
2016,84743,COLIGACAO:210000000700,1303,150,1453,4,2293,0.6336676842564326
2016,84751,COLIGACAO:210000000257,1200,30,1230,2,2807,0.4381902386889918
2016,84751,COLIGACAO:210000000322,1540,37,1577,4,2807,0.5618097613110082
2016,84760,COLIGACAO:210000001457,893,28,921,3,4505,0.2044395116537181
2016,84760,COLIGACAO:210000002315,2652,90,2742,2,4505,0.6086570477247503
2016,84760,PARTIDO:PTB,781,61,842,1,4505,0.18690344062153164
2016,84778,COLIGACAO:210000000621,1063,78,1141,3,2073,0.5504100337674868
2016,84778,PARTIDO:PMDB,870,62,932,1,2073,0.44958996623251324
2016,84786,COLIGACAO:210000001026,1167,84,1251,3,2809,0.4453542185831257
2016,84786,PARTIDO:PP,1211,50,1261,1,2809,0.44891420434318263
2016,84786,PARTIDO:PT,276,21,297,1,2809,0.1057315770736917
2016,84794,COLIGACAO:210000000543,1100,29,1129,2,2302,0.49044309296264116
2016,84794,COLIGACAO:210000001530,1141,32,1173,6,2302,0.5095569070373588
2016,84808,COLIGACAO:210000001280,767,26,793,3,1633,0.4856093080220453
2016,84808,COLIGACAO:210000001419,807,33,840,3,1633,0.5143906919779547
2016,84816,COLIGACAO:210000000111,2199,156,2355,2,12386,0.190134022283223
2016,84816,COLIGACAO:210000000138,3237,124,3361,2,12386,0.271354755368965
2016,84816,COLIGACAO:210000000140,1995,41,2036,4,12386,0.16437913773615373
2016,84816,COLIGACAO:210000000903,1851,74,1925,2,12386,0.15541740674955595
2016,84816,COLIGACAO:210000001247,1197,44,1241,6,12386,0.10019376715646698
2016,84816,PARTIDO:PROS,1454,14,1468,1,12386,0.11852091070563539
2016,84824,COLIGACAO:210000000961,711,39,750,3,2573,0.2914885347842985
2016,84824,COLIGACAO:210000001065,567,8,575,3,2573,0.22347454333462885
2016,84824,COLIGACAO:210000001112,1204,44,1248,3,2573,0.48503692188107267
2016,84832,COLIGACAO:210000002324,1172,45,1217,4,2310,0.5268398268398269
2016,84832,PARTIDO:PDT,144,15,159,1,2310,0.06883116883116883
2016,84832,PARTIDO:PP,880,54,934,1,2310,0.4043290043290043
2016,84840,COLIGACAO:210000000399,1804,74,1878,2,2987,0.6287244727150988
2016,84840,COLIGACAO:210000001302,1055,54,1109,3,2987,0.37127552728490126
2016,84859,COLIGACAO:210000001339,2375,114,2489,3,3770,0.660212201591512
2016,84859,COLIGACAO:210000002458,956,325,1281,4,3770,0.33978779840848805
2016,84867,COLIGACAO:210000000169,733,31,764,4,1325,0.5766037735849057
2016,84867,COLIGACAO:210000001517,544,17,561,3,1325,0.42339622641509433
2016,84875,PARTIDO:PDT,507,9,516,1,2998,0.17211474316210806
2016,84875,PARTIDO:PMDB,1494,44,1538,1,2998,0.5130086724482988
2016,84875,PARTIDO:PP,724,37,761,1,2998,0.25383589059372913
2016,84875,PARTIDO:PSB,161,22,183,1,2998,0.06104069379586391
2016,84883,COLIGACAO:210000002296,1269,16,1285,2,3707,0.3466414890747235
2016,84883,PARTIDO:PDT,100,10,110,1,3707,0.02967359050445104
2016,84883,PARTIDO:PP,1580,130,1710,1,3707,0.46128945238737523
2016,84883,PARTIDO:PT,585,17,602,1,3707,0.16239546803345023
2016,84891,COLIGACAO:210000000152,2621,152,2773,2,6085,0.45571076417419887
2016,84891,COLIGACAO:210000000182,827,11,838,2,6085,0.13771569433032047
2016,84891,COLIGACAO:210000002662,765,71,836,3,6085,0.13738701725554642
2016,84891,COLIGACAO:210000002668,1601,37,1638,3,6085,0.2691865242399343
2016,84905,COLIGACAO:210000000819,1420,63,1483,2,2943,0.5039075773020727
2016,84905,COLIGACAO:210000001617,989,74,1063,4,2943,0.36119605844376484
2016,84905,PARTIDO:PMDB,393,4,397,1,2943,0.13489636425416243
2016,84913,COLIGACAO:210000001583,731,52,783,4,1797,0.4357262103505843
2016,84913,PARTIDO:PP,983,31,1014,1,1797,0.5642737896494157
2016,84921,COLIGACAO:210000000647,2346,120,2466,3,4938,0.4993924665856622
2016,84921,COLIGACAO:210000000755,2345,127,2472,3,4938,0.5006075334143378
2016,84930,COLIGACAO:210000000766,1216,34,1250,5,2116,0.5907372400756143
2016,84930,PARTIDO:PMDB,833,33,866,1,2116,0.40926275992438566
2016,84948,COLIGACAO:210000000983,1490,92,1582,3,2700,0.585925925925926
2016,84948,COLIGACAO:210000002481,1088,30,1118,3,2700,0.4140740740740741
2016,84956,COLIGACAO:210000000092,1145,24,1169,2,1951,0.5991799077396207
2016,84956,PARTIDO:PMDB,693,38,731,1,1951,0.37467965146078935
2016,84956,PARTIDO:PT,47,4,51,1,1951,0.026140440799589954
2016,84964,COLIGACAO:210000002707,465,31,496,3,3200,0.155
2016,84964,PARTIDO:PDT,817,22,839,1,3200,0.2621875
2016,84964,PARTIDO:PMDB,799,16,815,1,3200,0.2546875
2016,84964,PARTIDO:PP,995,55,1050,1,3200,0.328125
2016,84972,COLIGACAO:210000000764,1596,64,1660,2,3542,0.4686617730095991
2016,84972,COLIGACAO:210000001152,1829,53,1882,2,3542,0.5313382269904009
2016,84980,COLIGACAO:210000000976,1797,110,1907,2,7153,0.2666014259751153
2016,84980,COLIGACAO:210000000987,1649,73,1722,2,7153,0.24073815182440933
2016,84980,COLIGACAO:210000002351,2551,151,2702,3,7153,0.37774360408220325
2016,84980,COLIGACAO:210000002459,778,44,822,2,7153,0.11491681811827205
2016,84999,COLIGACAO:210000002380,2141,107,2248,3,4693,0.47901129341572557
2016,84999,COLIGACAO:210000002419,2350,95,2445,3,4693,0.5209887065842744
2016,85006,COLIGACAO:210000000761,1897,107,2004,5,4233,0.47342310418143163
2016,85006,COLIGACAO:210000001106,2106,123,2229,4,4233,0.5265768958185684
2016,85014,COLIGACAO:210000001004,6327,330,6657,3,11069,0.6014093414039209
2016,85014,COLIGACAO:210000001504,4044,233,4277,3,11069,0.38639443490830244
2016,85014,PARTIDO:PSB,132,3,135,1,11069,0.012196223687776673
2016,85022,COLIGACAO:210000001019,962,38,1000,2,2523,0.39635354736424894
2016,85022,COLIGACAO:210000002150,996,35,1031,3,2523,0.40864050733254065
2016,85022,PARTIDO:PSB,482,10,492,1,2523,0.19500594530321047
2016,85030,COLIGACAO:210000002449,2121,112,2233,3,5191,0.4301675977653631
2016,85030,PARTIDO:PT,1051,56,1107,1,5191,0.21325370834136004
2016,85030,PARTIDO:PTB,1750,101,1851,1,5191,0.35657869389327684
2016,85049,COLIGACAO:210000000602,1345,72,1417,3,2383,0.5946286193873269
2016,85049,PARTIDO:PMDB,917,49,966,1,2383,0.4053713806126731
2016,85057,PARTIDO:PDT,355,70,425,1,5188,0.08191981495759446
2016,85057,PARTIDO:PMDB,3242,157,3399,1,5188,0.655165767154973
2016,85057,PARTIDO:PP,502,35,537,1,5188,0.10350809560524286
2016,85057,PARTIDO:PPS,817,10,827,1,5188,0.15940632228218968
2016,85065,COLIGACAO:210000001612,1401,56,1457,3,3402,0.4282774838330394
2016,85065,COLIGACAO:210000002153,1347,29,1376,2,3402,0.4044679600235156
2016,85065,PARTIDO:PP,509,60,569,1,3402,0.16725455614344503
2016,85073,COLIGACAO:210000000146,8667,231,8898,3,42676,0.20850126534820507
2016,85073,COLIGACAO:210000000555,9502,232,9734,2,42676,0.2280907301527791
2016,85073,COLIGACAO:210000001140,7829,879,8708,5,42676,0.20404911425625644
2016,85073,COLIGACAO:210000002695,2301,83,2384,3,42676,0.05586278001687131
2016,85073,PARTIDO:PP,11908,1044,12952,1,42676,0.30349611022588807
2016,85081,COLIGACAO:210000000215,1102,52,1154,2,2324,0.4965576592082616
2016,85081,COLIGACAO:210000000600,1117,53,1170,3,2324,0.5034423407917383
2016,85090,COLIGACAO:210000001273,2856,141,2997,3,5560,0.5390287769784172
2016,85090,COLIGACAO:210000001299,1472,88,1560,3,5560,0.2805755395683453
2016,85090,PARTIDO:PP,939,64,1003,1,5560,0.18039568345323742
2016,85103,COLIGACAO:210000000846,973,100,1073,2,6061,0.17703349282296652
2016,85103,COLIGACAO:210000002208,1298,49,1347,3,6061,0.22224055436396634
2016,85103,PARTIDO:PMDB,1216,29,1245,1,6061,0.2054116482428642
2016,85103,PARTIDO:PP,2251,145,2396,1,6061,0.39531430457020295
2016,85111,COLIGACAO:210000000642,7349,462,7811,2,86572,0.09022547705955736
2016,85111,COLIGACAO:210000000666,2304,86,2390,2,86572,0.027607078501132004
2016,85111,COLIGACAO:210000001306,4239,228,4467,2,86572,0.05159866931571409
2016,85111,COLIGACAO:210000001393,1422,91,1513,4,86572,0.017476782331469758
2016,85111,COLIGACAO:210000002263,3996,166,4162,3,86572,0.048075590260130294
2016,85111,COLIGACAO:210000002286,684,154,838,2,86572,0.009679804093702352
2016,85111,PARTIDO:PDT,10570,455,11025,1,86572,0.12735064455020098
2016,85111,PARTIDO:PEN,383,45,428,1,86572,0.004943861756688075
2016,85111,PARTIDO:PMDB,15421,1617,17038,1,86572,0.19680728180012014
2016,85111,PARTIDO:PSB,6377,113,6490,1,86572,0.07496650187127478
2016,85111,PARTIDO:PSD,1951,128,2079,1,86572,0.024014692972323615
2016,85111,PARTIDO:PSOL,2676,324,3000,1,86572,0.03465323661229959
2016,85111,PARTIDO:PSTU,53,37,90,1,86572,0.0010395970983689876
2016,85111,PARTIDO:PT,11737,1044,12781,1,86572,0.14763433904726703
2016,85111,PARTIDO:PTB,11579,881,12460,1,86572,0.14392644272975097
2016,85120,COLIGACAO:210000000680,1805,76,1881,4,3635,0.5174690508940852
2016,85120,PARTIDO:PP,1666,88,1754,1,3635,0.4825309491059147
2016,85138,COLIGACAO:210000001005,1958,138,2096,2,4327,0.4844002773284031
2016,85138,COLIGACAO:210000001008,2183,48,2231,3,4327,0.5155997226715969
2016,85146,COLIGACAO:210000001067,1812,66,1878,3,5100,0.36823529411764705
2016,85146,COLIGACAO:210000001279,848,46,894,2,5100,0.17529411764705882
2016,85146,COLIGACAO:210000001454,726,18,744,2,5100,0.14588235294117646
2016,85146,PARTIDO:PMDB,1487,97,1584,1,5100,0.31058823529411766
2016,85154,COLIGACAO:210000000917,1391,86,1477,2,9250,0.15967567567567567
2016,85154,COLIGACAO:210000000923,3377,146,3523,2,9250,0.38086486486486487
2016,85154,COLIGACAO:210000001009,4032,218,4250,3,9250,0.4594594594594595
2016,85162,COLIGACAO:210000001134,3675,198,3873,2,6459,0.5996284254528564
2016,85162,COLIGACAO:210000001625,2469,117,2586,2,6459,0.4003715745471435
2016,85170,COLIGACAO:210000000616,2204,109,2313,3,5671,0.40786457414918004
2016,85170,COLIGACAO:210000000913,2765,114,2879,6,5671,0.5076706048315993
2016,85170,PARTIDO:PSB,467,12,479,1,5671,0.08446482101922059
2016,85189,COLIGACAO:210000000383,1808,72,1880,3,3572,0.5263157894736842
2016,85189,COLIGACAO:210000001123,1622,70,1692,6,3572,0.47368421052631576
2016,85197,COLIGACAO:210000002225,7404,276,7680,5,13583,0.5654126481631451
2016,85197,COLIGACAO:210000002239,4023,199,4222,2,13583,0.310829713612604
2016,85197,PARTIDO:PDT,1651,30,1681,1,13583,0.1237576382242509
2016,85200,COLIGACAO:210000002796,1427,88,1515,2,2919,0.5190133607399794
2016,85200,COLIGACAO:210000002801,1329,75,1404,4,2919,0.48098663926002055
2016,85219,COLIGACAO:210000001116,3116,200,3316,5,8135,0.4076213890596189
2016,85219,PARTIDO:PP,1967,117,2084,1,8135,0.25617701290719114
2016,85219,PARTIDO:PSB,1748,138,1886,1,8135,0.2318377381684081
2016,85219,PARTIDO:PT,820,29,849,1,8135,0.1043638598647818
2016,85227,COLIGACAO:210000001652,952,61,1013,5,2107,0.4807783578547698
2016,85227,COLIGACAO:210000002687,1038,56,1094,3,2107,0.5192216421452301
2016,85235,COLIGACAO:210000001282,3362,135,3497,4,9353,0.37389073024697955
2016,85235,PARTIDO:PDT,2022,30,2052,1,9353,0.219394846573292
2016,85235,PARTIDO:PP,3659,145,3804,1,9353,0.40671442317972845
2016,85243,COLIGACAO:210000000226,855,33,888,2,1802,0.49278579356270813
2016,85243,COLIGACAO:210000000494,872,42,914,2,1802,0.5072142064372919
2016,85251,COLIGACAO:210000001540,4884,245,5129,3,13084,0.39200550290431063
2016,85251,COLIGACAO:210000002367,4732,263,4995,2,13084,0.3817639865484561
2016,85251,COLIGACAO:210000002652,1209,36,1245,2,13084,0.09515438703760318
2016,85251,PARTIDO:PSD,1669,46,1715,1,13084,0.13107612350963008
2016,85260,COLIGACAO:210000001113,2454,106,2560,5,4536,0.564373897707231
2016,85260,COLIGACAO:210000001357,1859,117,1976,4,4536,0.43562610229276894
2016,85278,COLIGACAO:210000001588,3886,185,4071,8,7755,0.5249516441005803
2016,85278,COLIGACAO:210000002454,3488,196,3684,2,7755,0.47504835589941974
2016,85286,COLIGACAO:210000001080,1834,88,1922,3,4263,0.45085620455078584
2016,85286,COLIGACAO:210000002415,1457,69,1526,3,4263,0.3579638752052545
2016,85286,PARTIDO:PSB,293,8,301,1,4263,0.07060755336617405
2016,85286,PARTIDO:PV,506,8,514,1,4263,0.1205723668777856
2016,85294,COLIGACAO:210000001489,2453,115,2568,4,5386,0.47679168213887857
2016,85294,COLIGACAO:210000002147,2721,97,2818,3,5386,0.5232083178611214
2016,85308,COLIGACAO:210000000435,1886,92,1978,2,5906,0.3349136471385032
2016,85308,COLIGACAO:210000000453,514,6,520,3,5906,0.08804605485946496
2016,85308,COLIGACAO:210000001402,143,14,157,2,5906,0.026583135794107687
2016,85308,COLIGACAO:210000001498,1600,101,1701,3,5906,0.2880121909922113
2016,85308,COLIGACAO:210000001522,1525,25,1550,4,5906,0.2624449712157128
2016,85316,COLIGACAO:210000001553,3999,90,4089,2,65806,0.062137191137586235
2016,85316,COLIGACAO:210000002350,7962,643,8605,3,65806,0.13076315229614321
2016,85316,COLIGACAO:210000002505,10863,326,11189,3,65806,0.1700300884417834
2016,85316,COLIGACAO:210000002544,20925,2091,23016,3,65806,0.3497553414582257
2016,85316,COLIGACAO:210000002563,8757,360,9117,2,65806,0.13854359784822054
2016,85316,COLIGACAO:210000002636,8420,285,8705,5,65806,0.1322827705680333
2016,85316,COLIGACAO:210000002649,992,93,1085,2,65806,0.0164878582500076
2016,85324,COLIGACAO:210000000246,1567,62,1629,2,3270,0.4981651376146789
2016,85324,COLIGACAO:210000001382,1566,75,1641,4,3270,0.501834862385321
2016,85332,COLIGACAO:210000000299,905,29,934,2,4959,0.1883444242790885
2016,85332,COLIGACAO:210000000302,1447,126,1573,2,4959,0.3172010485985078
2016,85332,COLIGACAO:210000002254,1739,72,1811,3,4959,0.3651945956846138
2016,85332,PARTIDO:PMDB,627,14,641,1,4959,0.12925993143778988
2016,85340,COLIGACAO:210000000139,1770,87,1857,7,1857,1.0
2016,85359,COLIGACAO:210000002604,1775,114,1889,2,3817,0.494891275871103
2016,85359,COLIGACAO:210000002642,1833,95,1928,4,3817,0.5051087241288971
2016,85367,COLIGACAO:210000000469,4134,120,4254,4,7438,0.5719279376176392
2016,85367,COLIGACAO:210000001603,3062,122,3184,4,7438,0.42807206238236084
2016,85375,COLIGACAO:210000001335,1810,36,1846,3,7787,0.2370617696160267
2016,85375,COLIGACAO:210000001345,2406,171,2577,2,7787,0.33093617567741107
2016,85375,COLIGACAO:210000002693,1948,87,2035,2,7787,0.26133299088223966
2016,85375,PARTIDO:PP,806,89,895,1,7787,0.11493514832412996
2016,85375,PARTIDO:PT,416,18,434,1,7787,0.055733915500192625
2016,85383,COLIGACAO:210000002204,875,31,906,3,1856,0.48814655172413796
2016,85383,PARTIDO:PMDB,921,29,950,1,1856,0.5118534482758621
2016,85391,COLIGACAO:210000001155,2815,144,2959,2,7371,0.40143806810473476
2016,85391,COLIGACAO:210000002431,3311,155,3466,7,7371,0.47022113688780354
2016,85391,PARTIDO:PSB,922,24,946,1,7371,0.12834079500746168
2016,85405,COLIGACAO:210000000569,1254,49,1303,2,1715,0.7597667638483965
2016,85405,COLIGACAO:210000001491,402,10,412,2,1715,0.2402332361516035
2016,85413,COLIGACAO:210000000310,11115,611,11726,6,66307,0.1768440737780325
2016,85413,COLIGACAO:210000000480,11202,227,11429,5,66307,0.17236490868234122
2016,85413,COLIGACAO:210000001322,2928,548,3476,3,66307,0.052422821119942085
2016,85413,COLIGACAO:210000002248,21513,1514,23027,3,66307,0.3472785678736785
2016,85413,COLIGACAO:210000002547,7140,362,7502,2,66307,0.1131403924170902
2016,85413,PARTIDO:PTB,8991,156,9147,1,66307,0.1379492361289155
2016,85421,COLIGACAO:210000001589,601,30,631,2,1447,0.4360746371803732
2016,85421,COLIGACAO:210000002232,404,16,420,2,1447,0.2902557014512785
2016,85421,PARTIDO:PDT,376,20,396,1,1447,0.2736696613683483
2016,85430,COLIGACAO:210000001472,1710,79,1789,3,4850,0.3688659793814433
2016,85430,COLIGACAO:210000002678,2961,100,3061,5,4850,0.6311340206185567
2016,85448,COLIGACAO:210000000273,149,22,171,2,2164,0.07902033271719039
2016,85448,COLIGACAO:210000000540,994,52,1046,3,2164,0.4833641404805915
2016,85448,COLIGACAO:210000000611,914,33,947,2,2164,0.4376155268022181
2016,85456,COLIGACAO:210000000884,3094,134,3228,3,7157,0.4510269666061199
2016,85456,COLIGACAO:210000001669,3729,200,3929,5,7157,0.5489730333938801
2016,85464,COLIGACAO:210000000172,2207,164,2371,3,5377,0.4409522038311326
2016,85464,COLIGACAO:210000002313,1332,38,1370,2,5377,0.25478891575227824
2016,85464,PARTIDO:PSDB,1041,69,1110,1,5377,0.2064348149525758
2016,85464,PARTIDO:PT,516,10,526,1,5377,0.09782406546401338
2016,85472,COLIGACAO:210000001069,3204,158,3362,4,8302,0.40496265960009636
2016,85472,COLIGACAO:210000002297,2282,74,2356,3,8302,0.28378703926764637
2016,85472,COLIGACAO:210000002336,2435,102,2537,6,8302,0.3055890146952542
2016,85472,PARTIDO:PT do B,46,1,47,1,8302,0.005661286437003131
2016,85480,COLIGACAO:210000000292,1431,109,1540,2,5017,0.30695634841538766
2016,85480,COLIGACAO:210000000500,2819,120,2939,3,5017,0.5858082519433925
2016,85480,PARTIDO:PT,529,9,538,1,5017,0.10723539964121985
2016,85499,COLIGACAO:210000000262,1429,86,1515,3,4245,0.3568904593639576
2016,85499,COLIGACAO:210000000321,775,58,833,3,4245,0.1962308598351001
2016,85499,PARTIDO:PP,1772,125,1897,1,4245,0.4468786808009423
2016,85502,COLIGACAO:210000000385,1754,120,1874,4,5427,0.3453104846139672
2016,85502,COLIGACAO:210000000664,2178,87,2265,2,5427,0.4173576561636263
2016,85502,PARTIDO:PP,1209,79,1288,1,5427,0.2373318592224065
2016,85510,COLIGACAO:210000000892,1369,65,1434,3,2646,0.5419501133786848
2016,85510,COLIGACAO:210000000907,1165,47,1212,2,2646,0.4580498866213152
2016,85529,COLIGACAO:210000001313,2291,105,2396,2,4996,0.4795836669335468
2016,85529,PARTIDO:PP,2516,84,2600,1,4996,0.5204163330664532
2016,85537,COLIGACAO:210000000593,2756,70,2826,3,13098,0.2157581310123683
2016,85537,COLIGACAO:210000000614,4052,258,4310,2,13098,0.32905787143075277
2016,85537,COLIGACAO:210000000701,2135,231,2366,4,13098,0.1806382653840281
2016,85537,COLIGACAO:210000001478,3444,152,3596,3,13098,0.27454573217285083
2016,85545,COLIGACAO:210000002159,1464,87,1551,3,2976,0.5211693548387096
2016,85545,PARTIDO:PP,1359,66,1425,1,2976,0.4788306451612903
2016,85553,COLIGACAO:210000001576,5129,881,6010,2,20180,0.2978196233894945
2016,85553,COLIGACAO:210000002399,3655,411,4066,4,20180,0.2014866204162537
2016,85553,COLIGACAO:210000002526,8985,364,9349,3,20180,0.4632804757185332
2016,85553,PARTIDO:PSD,504,17,521,1,20180,0.025817641228939543
2016,85553,PARTIDO:PSOL,211,23,234,1,20180,0.01159563924677899
2016,85561,COLIGACAO:210000002518,406,39,445,2,2412,0.18449419568822553
2016,85561,PARTIDO:PDT,544,17,561,1,2412,0.2325870646766169
2016,85561,PARTIDO:PP,1360,46,1406,1,2412,0.5829187396351575
2016,85570,COLIGACAO:210000001219,4058,218,4276,2,7723,0.5536708532953516
2016,85570,PARTIDO:PMDB,1334,40,1374,1,7723,0.17791013854719667
2016,85570,PARTIDO:PP,1910,163,2073,1,7723,0.2684190081574518
2016,85588,COLIGACAO:210000001200,1774,89,1863,7,1863,1.0
2016,85596,COLIGACAO:210000000735,5659,126,5785,2,47806,0.12100991507342175
2016,85596,COLIGACAO:210000000736,8344,396,8740,4,47806,0.18282223988620674
2016,85596,COLIGACAO:210000001312,11718,605,12323,3,47806,0.25777099108898466
2016,85596,COLIGACAO:210000001587,4569,260,4829,4,47806,0.10101242521859181
2016,85596,COLIGACAO:210000002320,10998,904,11902,5,47806,0.2489645651173493
2016,85596,PARTIDO:PT,3997,230,4227,1,47806,0.08841986361544577
2016,85600,COLIGACAO:210000000212,1075,45,1120,5,2308,0.4852686308492201
2016,85600,COLIGACAO:210000000225,1152,36,1188,4,2308,0.5147313691507799
2016,85618,COLIGACAO:210000002745,7464,193,7657,3,70533,0.10855911417350744
2016,85618,COLIGACAO:210000002760,8318,280,8598,3,70533,0.12190038705286887
2016,85618,COLIGACAO:210000002765,5969,125,6094,2,70533,0.08639927409864886
2016,85618,COLIGACAO:210000002773,13583,309,13892,4,70533,0.19695745253994584
2016,85618,COLIGACAO:210000002778,3217,383,3600,2,70533,0.0510399387520735
2016,85618,COLIGACAO:210000002781,8950,418,9368,2,70533,0.1328172628415068
2016,85618,COLIGACAO:210000002786,461,100,561,3,70533,0.007953723788864787
2016,85618,PARTIDO:PSB,14863,1025,15888,1,70533,0.2252562630258177
2016,85618,PARTIDO:PSOL,1701,201,1902,1,70533,0.026966100974012166
2016,85618,PARTIDO:PT,2444,529,2973,1,70533,0.04215048275275403
2016,85626,COLIGACAO:210000000836,925,40,965,4,1613,0.5982641041537508
2016,85626,PARTIDO:PMDB,438,11,449,1,1613,0.27836329820210787
2016,85626,PARTIDO:PT,194,5,199,1,1613,0.12337259764414135
2016,85634,COLIGACAO:210000002435,1573,101,1674,2,3495,0.47896995708154505
2016,85634,COLIGACAO:210000002537,1747,74,1821,3,3495,0.5210300429184549
2016,85642,COLIGACAO:210000001518,1562,78,1640,3,3303,0.4965183166818044
2016,85642,COLIGACAO:210000002452,1584,79,1663,6,3303,0.5034816833181955
2016,85650,COLIGACAO:210000000205,1408,55,1463,2,3578,0.40888764673001676
2016,85650,COLIGACAO:210000000632,1006,57,1063,2,3578,0.2970933482392398
2016,85650,COLIGACAO:210000001171,1024,28,1052,2,3578,0.2940190050307434
2016,85669,COLIGACAO:210000000207,881,32,913,2,2386,0.3826487845766974
2016,85669,COLIGACAO:210000000778,1395,48,1443,7,2386,0.6047778709136631
2016,85669,PARTIDO:PSOL,28,2,30,1,2386,0.012573344509639563
2016,85677,COLIGACAO:210000001639,830,45,875,5,3768,0.23221868365180467
2016,85677,COLIGACAO:210000002442,1713,70,1783,2,3768,0.4731953290870488
2016,85677,PARTIDO:DEM,296,16,312,1,3768,0.08280254777070063
2016,85677,PARTIDO:PMDB,765,33,798,1,3768,0.21178343949044587
2016,85685,COLIGACAO:210000000525,1154,63,1217,3,10513,0.11576143821934748
2016,85685,COLIGACAO:210000000531,2011,160,2171,3,10513,0.2065062303814325
2016,85685,COLIGACAO:210000001159,3270,289,3559,2,10513,0.3385332445543613
2016,85685,COLIGACAO:210000001174,3089,29,3118,2,10513,0.29658518025302005
2016,85685,COLIGACAO:210000002421,376,47,423,4,10513,0.040235898411490535
2016,85685,PARTIDO:PDT,0,0,0,1,10513,0.0
2016,85685,PARTIDO:PMN,12,13,25,1,10513,0.0023780081803481405
2016,85685,PARTIDO:PROS,0,0,0,1,10513,0.0
2016,85685,PARTIDO:PTB,0,0,0,1,10513,0.0
2016,85693,COLIGACAO:210000000222,7387,618,8005,3,31188,0.25666923175580353
2016,85693,COLIGACAO:210000000242,7936,183,8119,2,31188,0.2603244837758112
2016,85693,COLIGACAO:210000001111,3160,66,3226,2,31188,0.10343721944337565
2016,85693,COLIGACAO:210000001337,5046,275,5321,3,31188,0.1706104912145697
2016,85693,PARTIDO:PDT,5740,436,6176,1,31188,0.19802488136462743
2016,85693,PARTIDO:PSC,0,0,0,1,31188,0.0
2016,85693,PARTIDO:PSDB,0,0,0,1,31188,0.0
2016,85693,PARTIDO:SD,302,39,341,1,31188,0.010933692445812491
2016,85707,COLIGACAO:210000001267,1297,46,1343,3,2340,0.5739316239316239
2016,85707,PARTIDO:PP,949,48,997,1,2340,0.42606837606837605
2016,85715,COLIGACAO:210000002441,2101,70,2171,3,4433,0.4897360703812317
2016,85715,COLIGACAO:210000002641,413,41,454,2,4433,0.10241371531694113
2016,85715,PARTIDO:PMDB,789,57,846,1,4433,0.19084141664786827
2016,85715,PARTIDO:PSB,369,3,372,1,4433,0.08391608391608392
2016,85715,PARTIDO:PSDB,581,9,590,1,4433,0.13309271373787504
2016,85723,COLIGACAO:210000001197,2266,78,2344,5,3712,0.6314655172413793
2016,85723,COLIGACAO:210000001464,1305,63,1368,2,3712,0.36853448275862066
2016,85731,COLIGACAO:210000000763,2526,89,2615,4,4651,0.5622446785637497
2016,85731,PARTIDO:PP,1840,58,1898,1,4651,0.40808428294990323
2016,85731,PARTIDO:SD,128,10,138,1,4651,0.029671038486347022
2016,85740,COLIGACAO:210000000705,2092,82,2174,3,3261,0.6666666666666666
2016,85740,COLIGACAO:210000002353,1041,46,1087,4,3261,0.3333333333333333
2016,85758,COLIGACAO:210000000377,1851,70,1921,4,4065,0.47257072570725706
2016,85758,COLIGACAO:210000000452,2058,86,2144,4,4065,0.5274292742927429
2016,85766,COLIGACAO:210000002265,918,44,962,4,1935,0.4971576227390181
2016,85766,PARTIDO:PMDB,918,55,973,1,1935,0.5028423772609819
2016,85774,COLIGACAO:210000000669,6300,227,6527,5,38712,0.16860405042364124
2016,85774,COLIGACAO:210000001036,7267,162,7429,3,38712,0.1919043190741889
2016,85774,COLIGACAO:210000001387,15149,759,15908,2,38712,0.4109320107460219
2016,85774,COLIGACAO:210000002303,5768,564,6332,3,38712,0.16356685265550733
2016,85774,COLIGACAO:210000002696,1862,544,2406,2,38712,0.062151270923744575
2016,85774,PARTIDO:PV,73,37,110,1,38712,0.0028414961768960527
2016,85782,COLIGACAO:210000000769,1388,76,1464,2,2303,0.6356925749023014
2016,85782,COLIGACAO:210000001497,788,51,839,2,2303,0.36430742509769865
2016,85790,COLIGACAO:210000001421,1203,45,1248,2,3687,0.33848657445077296
2016,85790,COLIGACAO:210000001584,1090,40,1130,3,3687,0.30648223487930565
2016,85790,COLIGACAO:210000002152,1240,69,1309,3,3687,0.35503119066992134
2016,85804,COLIGACAO:210000000175,87,92,179,4,7739,0.02312960330792092
2016,85804,COLIGACAO:210000000177,669,25,694,3,7739,0.08967566869104536
2016,85804,COLIGACAO:210000000202,1689,34,1723,3,7739,0.22263858379635612
2016,85804,COLIGACAO:210000000204,2200,144,2344,4,7739,0.30288150923891977
2016,85804,COLIGACAO:210000000365,2610,189,2799,4,7739,0.36167463496575786
2016,85812,COLIGACAO:210000000336,2690,75,2765,3,19752,0.13998582422033212
2016,85812,COLIGACAO:210000000790,6221,385,6606,3,19752,0.3344471445929526
2016,85812,COLIGACAO:210000001317,6290,316,6606,2,19752,0.3344471445929526
2016,85812,COLIGACAO:210000001353,3654,121,3775,3,19752,0.19111988659376267
