ano,codigo_municipio,SG_PARTIDO,lista_id,municipio_partido,votos_legenda_validos,votos_nominais_convertidos_legenda,total_votos_legenda_validos,votos_nominais_validos_partido,votos_validos_partido,partido_normalizado,fracao_votos_partido
2016,84735,PDT,COLIGACAO:210000001232,ÁUREA,14,0,14,465,479,PDT,0.1739288307915759
2016,84735,PMDB,COLIGACAO:210000001232,ÁUREA,8,0,8,399,407,PMDB,0.14778503994190267
2016,84735,PP,COLIGACAO:210000001232,ÁUREA,48,0,48,537,585,PP,0.21241830065359477
2016,84735,PRB,COLIGACAO:210000001232,ÁUREA,4,0,4,22,26,PRB,0.00944081336238199
2016,84735,PT,COLIGACAO:210000002148,ÁUREA,40,0,40,454,494,PT,0.1793754538852578
2016,84735,PTB,COLIGACAO:210000002148,ÁUREA,10,0,10,753,763,PTB,0.27705156136528686
2016,84743,PDT,COLIGACAO:210000000700,TRÊS ARROIOS,30,93,123,433,556,PDT,0.24247710423026603
2016,84743,PMDB,COLIGACAO:210000000700,TRÊS ARROIOS,18,0,18,548,566,PMDB,0.24683820322721325
2016,84743,PP,COLIGACAO:210000000700,TRÊS ARROIOS,4,0,4,44,48,PP,0.020933275185346708
2016,84743,PRB,COLIGACAO:210000000272,TRÊS ARROIOS,4,0,4,63,67,PRB,0.029219363279546447
2016,84743,PSC,COLIGACAO:210000000272,TRÊS ARROIOS,1,0,1,7,8,PSC,0.0034888791975577847
2016,84743,PSD,COLIGACAO:210000000700,TRÊS ARROIOS,5,0,5,278,283,PSD,0.12341910161360663
2016,84743,PSDB,COLIGACAO:210000000272,TRÊS ARROIOS,1,0,1,126,127,PSDB,0.05538595726122983
2016,84743,PT,COLIGACAO:210000000272,TRÊS ARROIOS,6,0,6,241,247,PT,0.1077191452245966
2016,84743,PTB,COLIGACAO:210000000272,TRÊS ARROIOS,23,0,23,368,391,PTB,0.1705189707806367
2016,84751,DEM,COLIGACAO:210000000257,NOVA ROMA DO SUL,0,0,0,0,0,DEM,0.0
2016,84751,PMDB,COLIGACAO:210000000257,NOVA ROMA DO SUL,30,0,30,1200,1230,PMDB,0.4381902386889918
2016,84751,PP,COLIGACAO:210000000322,NOVA ROMA DO SUL,30,0,30,561,591,PP,0.21054506590666192
2016,84751,PSDB,COLIGACAO:210000000322,NOVA ROMA DO SUL,1,0,1,80,81,PSDB,0.028856430352689703
2016,84751,PT,COLIGACAO:210000000322,NOVA ROMA DO SUL,5,0,5,773,778,PT,0.2771642322764517
2016,84751,PTB,COLIGACAO:210000000322,NOVA ROMA DO SUL,1,0,1,126,127,PTB,0.04524403277520485
2016,84760,PDT,COLIGACAO:210000002315,PROGRESSO,62,0,62,1169,1231,PDT,0.2732519422863485
2016,84760,PMDB,COLIGACAO:210000001457,PROGRESSO,23,0,23,640,663,PMDB,0.1471698113207547
2016,84760,PP,COLIGACAO:210000002315,PROGRESSO,28,0,28,1483,1511,PP,0.3354051054384018
2016,84760,PT,COLIGACAO:210000001457,PROGRESSO,5,0,5,222,227,PT,0.050388457269700336
2016,84760,PT do B,COLIGACAO:210000001457,PROGRESSO,0,0,0,31,31,PT DO B,0.006881243063263041
2016,84760,PTB,PARTIDO:PTB,PROGRESSO,61,0,61,781,842,PTB,0.18690344062153164
2016,84778,PDT,COLIGACAO:210000000621,PIRAPÓ,16,0,16,184,200,PDT,0.0964785335262904
2016,84778,PMDB,PARTIDO:PMDB,PIRAPÓ,62,0,62,870,932,PMDB,0.44958996623251324
2016,84778,PP,COLIGACAO:210000000621,PIRAPÓ,61,0,61,742,803,PP,0.38736131210805597
2016,84778,PT,COLIGACAO:210000000621,PIRAPÓ,1,0,1,137,138,PT,0.06657018813314038
2016,84786,PDT,COLIGACAO:210000001026,JABOTICABA,77,0,77,823,900,PDT,0.3203987184051264
2016,84786,PMDB,COLIGACAO:210000001026,JABOTICABA,2,0,2,33,35,PMDB,0.01245995016019936
2016,84786,PP,PARTIDO:PP,JABOTICABA,50,0,50,1211,1261,PP,0.44891420434318263
2016,84786,PSB,COLIGACAO:210000001026,JABOTICABA,5,0,5,311,316,PSB,0.11249555001779993
2016,84786,PT,PARTIDO:PT,JABOTICABA,21,0,21,276,297,PT,0.1057315770736917
2016,84794,DEM,COLIGACAO:210000001530,SÃO JORGE,14,0,14,0,14,DEM,0.006081668114682885
2016,84794,PMDB,COLIGACAO:210000001530,SÃO JORGE,11,0,11,586,597,PMDB,0.2593397046046916
2016,84794,PP,COLIGACAO:210000000543,SÃO JORGE,9,0,9,557,566,PP,0.24587315377932234
2016,84794,PPS,COLIGACAO:210000001530,SÃO JORGE,1,0,1,258,259,PPS,0.11251086012163336
2016,84794,PSD,COLIGACAO:210000001530,SÃO JORGE,0,0,0,46,46,PSD,0.01998262380538662
2016,84794,PSDB,COLIGACAO:210000001530,SÃO JORGE,1,0,1,72,73,PSDB,0.0317115551694179
2016,84794,PT,COLIGACAO:210000000543,SÃO JORGE,20,0,20,543,563,PT,0.24456993918331885
2016,84794,PTB,COLIGACAO:210000001530,SÃO JORGE,5,0,5,179,184,PTB,0.07993049522154648
2016,84808,PDT,COLIGACAO:210000001419,ALTO ALEGRE,30,0,30,595,625,PDT,0.38273116962645437
2016,84808,PMDB,COLIGACAO:210000001280,ALTO ALEGRE,2,0,2,255,257,PMDB,0.15737905695039803
2016,84808,PP,COLIGACAO:210000001280,ALTO ALEGRE,16,0,16,244,260,PP,0.15921616656460502
2016,84808,PSB,COLIGACAO:210000001280,ALTO ALEGRE,8,0,8,268,276,PSB,0.16901408450704225
2016,84808,PT,COLIGACAO:210000001419,ALTO ALEGRE,2,0,2,43,45,PT,0.027556644213104716
2016,84808,PTB,COLIGACAO:210000001419,ALTO ALEGRE,1,0,1,169,170,PTB,0.1041028781383956
2016,84816,DEM,COLIGACAO:210000000140,NOVA HARTZ,3,0,3,35,38,DEM,0.003067979977393832
2016,84816,PC do B,COLIGACAO:210000000138,NOVA HARTZ,3,0,3,243,246,PC DO B,0.01986113353786533
2016,84816,PDT,COLIGACAO:210000001247,NOVA HARTZ,19,0,19,841,860,PDT,0.06943323106733408
2016,84816,PMDB,COLIGACAO:210000000138,NOVA HARTZ,121,0,121,2994,3115,PMDB,0.25149362183109963
2016,84816,PP,COLIGACAO:210000000111,NOVA HARTZ,156,0,156,1855,2011,PP,0.16236072985628935
2016,84816,PPS,COLIGACAO:210000001247,NOVA HARTZ,3,0,3,271,274,PPS,0.02212175036331342
2016,84816,PRB,COLIGACAO:210000001247,NOVA HARTZ,10,0,10,31,41,PRB,0.0033101889229775554
2016,84816,PROS,PARTIDO:PROS,NOVA HARTZ,14,0,14,1454,1468,PROS,0.11852091070563539
2016,84816,PSB,COLIGACAO:210000000903,NOVA HARTZ,11,0,11,589,600,PSB,0.04844178911674471
2016,84816,PSC,COLIGACAO:210000000140,NOVA HARTZ,17,0,17,1215,1232,PSC,0.0994671403197158
2016,84816,PSDB,COLIGACAO:210000000140,NOVA HARTZ,15,0,15,650,665,PSDB,0.053689649604392056
2016,84816,PT,COLIGACAO:210000000903,NOVA HARTZ,63,0,63,1262,1325,PT,0.10697561763281124
2016,84816,PTB,COLIGACAO:210000001247,NOVA HARTZ,11,0,11,54,65,PTB,0.0052478604876473435
2016,84816,PTC,COLIGACAO:210000001247,NOVA HARTZ,0,0,0,0,0,PTC,0.0
2016,84816,PV,COLIGACAO:210000001247,NOVA HARTZ,1,0,1,0,1,PV,8.073631519457452e-05
2016,84816,REDE,COLIGACAO:210000000111,NOVA HARTZ,0,0,0,344,344,REDE,0.027773292426933636
2016,84816,SD,COLIGACAO:210000000140,NOVA HARTZ,6,0,6,95,101,SD,0.008154367834652027
2016,84824,DEM,COLIGACAO:210000001065,DOIS LAJEADOS,4,0,4,362,366,DEM,0.14224640497473767
2016,84824,PDT,COLIGACAO:210000000961,DOIS LAJEADOS,12,0,12,322,334,PDT,0.12980956082394093
2016,84824,PMDB,COLIGACAO:210000001112,DOIS LAJEADOS,32,0,32,686,718,PMDB,0.27905169063350177
2016,84824,PP,COLIGACAO:210000001112,DOIS LAJEADOS,11,0,11,324,335,PP,0.13019821220365332
2016,84824,PPS,COLIGACAO:210000000961,DOIS LAJEADOS,1,0,1,95,96,PPS,0.03731053245239021
2016,84824,PSB,COLIGACAO:210000001065,DOIS LAJEADOS,2,0,2,84,86,PSB,0.03342401865526622
2016,84824,PT,COLIGACAO:210000000961,DOIS LAJEADOS,26,0,26,294,320,PT,0.12436844150796736
2016,84824,PTB,COLIGACAO:210000001065,DOIS LAJEADOS,2,0,2,121,123,PTB,0.047804119704624955
2016,84824,PV,COLIGACAO:210000001112,DOIS LAJEADOS,1,0,1,194,195,PV,0.0757870190439176
2016,84832,PDT,PARTIDO:PDT,SÃO DOMINGOS DO SUL,15,0,15,144,159,PDT,0.06883116883116883
2016,84832,PMDB,COLIGACAO:210000002324,SÃO DOMINGOS DO SUL,8,0,8,342,350,PMDB,0.15151515151515152
2016,84832,PP,PARTIDO:PP,SÃO DOMINGOS DO SUL,54,0,54,880,934,PP,0.4043290043290043
2016,84832,PSB,COLIGACAO:210000002324,SÃO DOMINGOS DO SUL,4,0,4,284,288,PSB,0.12467532467532468
2016,84832,PT,COLIGACAO:210000002324,SÃO DOMINGOS DO SUL,28,0,28,386,414,PT,0.17922077922077922
2016,84832,PTB,COLIGACAO:210000002324,SÃO DOMINGOS DO SUL,5,0,5,160,165,PTB,0.07142857142857142
2016,84840,PMDB,COLIGACAO:210000000399,TUNAS,71,0,71,1589,1660,PMDB,0.555741546702377
2016,84840,PP,COLIGACAO:210000001302,TUNAS,24,0,24,631,655,PP,0.21928356210244393
2016,84840,PSDB,COLIGACAO:210000000399,TUNAS,3,0,3,215,218,PSDB,0.0729829260127218
2016,84840,PT,COLIGACAO:210000001302,TUNAS,4,0,4,205,209,PT,0.06996986943421493
2016,84840,PTB,COLIGACAO:210000001302,TUNAS,26,0,26,219,245,PTB,0.08202209574824239
2016,84859,PDT,COLIGACAO:210000001339,SÃO JOÃO DA URTIGA,24,0,24,712,736,PDT,0.19522546419098144
2016,84859,PMDB,COLIGACAO:210000001339,SÃO JOÃO DA URTIGA,59,0,59,845,904,PMDB,0.23978779840848807
2016,84859,PP,COLIGACAO:210000001339,SÃO JOÃO DA URTIGA,31,0,31,818,849,PP,0.22519893899204244
2016,84859,PPS,COLIGACAO:210000002458,SÃO JOÃO DA URTIGA,6,274,280,37,317,PPS,0.08408488063660477
2016,84859,PSB,COLIGACAO:210000002458,SÃO JOÃO DA URTIGA,3,0,3,367,370,PSB,0.09814323607427056
2016,84859,PT,COLIGACAO:210000002458,SÃO JOÃO DA URTIGA,4,0,4,270,274,PT,0.0726790450928382
2016,84859,PTB,COLIGACAO:210000002458,SÃO JOÃO DA URTIGA,38,0,38,282,320,PTB,0.08488063660477453
2016,84867,DEM,COLIGACAO:210000000169,GUABIJU,1,0,1,75,76,DEM,0.057358490566037736
2016,84867,PMDB,COLIGACAO:210000001517,GUABIJU,15,0,15,428,443,PMDB,0.33433962264150946
2016,84867,PP,COLIGACAO:210000000169,GUABIJU,27,0,27,455,482,PP,0.36377358490566036
2016,84867,PSD,COLIGACAO:210000000169,GUABIJU,1,0,1,51,52,PSD,0.03924528301886793
2016,84867,PSDB,COLIGACAO:210000001517,GUABIJU,0,0,0,83,83,PSDB,0.06264150943396227
2016,84867,PT,COLIGACAO:210000000169,GUABIJU,2,0,2,152,154,PT,0.11622641509433962
2016,84867,PTB,COLIGACAO:210000001517,GUABIJU,2,0,2,33,35,PTB,0.026415094339622643
2016,84875,PDT,PARTIDO:PDT,QUINZE DE NOVEMBRO,9,0,9,507,516,PDT,0.17211474316210806
2016,84875,PMDB,PARTIDO:PMDB,QUINZE DE NOVEMBRO,44,0,44,1494,1538,PMDB,0.5130086724482988
2016,84875,PP,PARTIDO:PP,QUINZE DE NOVEMBRO,37,0,37,724,761,PP,0.25383589059372913
2016,84875,PSB,PARTIDO:PSB,QUINZE DE NOVEMBRO,22,0,22,161,183,PSB,0.06104069379586391
2016,84883,PDT,PARTIDO:PDT,DOUTOR MAURÍCIO CARDOSO,10,0,10,100,110,PDT,0.02967359050445104
2016,84883,PMDB,COLIGACAO:210000002296,DOUTOR MAURÍCIO CARDOSO,1,0,1,164,165,PMDB,0.04451038575667656
2016,84883,PP,PARTIDO:PP,DOUTOR MAURÍCIO CARDOSO,130,0,130,1580,1710,PP,0.46128945238737523
2016,84883,PT,PARTIDO:PT,DOUTOR MAURÍCIO CARDOSO,17,0,17,585,602,PT,0.16239546803345023
2016,84883,PTB,COLIGACAO:210000002296,DOUTOR MAURÍCIO CARDOSO,15,0,15,1105,1120,PTB,0.30213110331804693
2016,84891,DEM,COLIGACAO:210000002668,CAPELA DE SANTANA,14,0,14,905,919,DEM,0.15102711585866885
2016,84891,PDT,COLIGACAO:210000002668,CAPELA DE SANTANA,21,0,21,550,571,PDT,0.09383730484798686
2016,84891,PMDB,COLIGACAO:210000002662,CAPELA DE SANTANA,62,0,62,444,506,PMDB,0.08315529991783073
2016,84891,PP,COLIGACAO:210000000152,CAPELA DE SANTANA,149,0,149,2587,2736,PP,0.4496302382908792
2016,84891,PPS,COLIGACAO:210000000152,CAPELA DE SANTANA,3,0,3,34,37,PPS,0.006080525883319639
2016,84891,PRB,COLIGACAO:210000000182,CAPELA DE SANTANA,4,0,4,47,51,PRB,0.00838126540673788
2016,84891,PSD,COLIGACAO:210000002662,CAPELA DE SANTANA,6,0,6,51,57,PSD,0.009367296631059984
2016,84891,PTB,COLIGACAO:210000002662,CAPELA DE SANTANA,3,0,3,270,273,PTB,0.04486442070665571
2016,84891,REDE,COLIGACAO:210000002668,CAPELA DE SANTANA,2,0,2,146,148,REDE,0.024322103533278554
2016,84891,SD,COLIGACAO:210000000182,CAPELA DE SANTANA,7,0,7,780,787,SD,0.12933442892358257
2016,84905,DEM,COLIGACAO:210000000819,JAQUIRANA,3,0,3,197,200,DEM,0.06795786612300374
2016,84905,PDT,COLIGACAO:210000001617,JAQUIRANA,60,0,60,640,700,PDT,0.23785253143051308
2016,84905,PMDB,PARTIDO:PMDB,JAQUIRANA,4,0,4,393,397,PMDB,0.13489636425416243
2016,84905,PP,COLIGACAO:210000000819,JAQUIRANA,60,0,60,1223,1283,PP,0.435949711179069
2016,84905,PSD,COLIGACAO:210000001617,JAQUIRANA,5,0,5,124,129,PSD,0.04383282364933741
2016,84905,PT,COLIGACAO:210000001617,JAQUIRANA,4,0,4,61,65,PT,0.022086306489976216
2016,84905,PTB,COLIGACAO:210000001617,JAQUIRANA,5,0,5,164,169,PTB,0.05742439687393816
2016,84913,PDT,COLIGACAO:210000001583,VANINI,42,0,42,402,444,PDT,0.24707846410684475
2016,84913,PMDB,COLIGACAO:210000001583,VANINI,4,0,4,172,176,PMDB,0.09794101279910963
2016,84913,PP,PARTIDO:PP,VANINI,31,0,31,983,1014,PP,0.5642737896494157
2016,84913,PSB,COLIGACAO:210000001583,VANINI,4,0,4,129,133,PSB,0.07401224262659989
2016,84913,PT,COLIGACAO:210000001583,VANINI,2,0,2,28,30,PT,0.01669449081803005
2016,84921,PDT,COLIGACAO:210000000647,BOQUEIRÃO DO LEÃO,104,0,104,1694,1798,PDT,0.36411502632644793
2016,84921,PMDB,COLIGACAO:210000000755,BOQUEIRÃO DO LEÃO,116,0,116,2022,2138,PMDB,0.43296881328473064
2016,84921,PSB,COLIGACAO:210000000647,BOQUEIRÃO DO LEÃO,8,0,8,614,622,PSB,0.12596192790603483
2016,84921,PSDB,COLIGACAO:210000000755,BOQUEIRÃO DO LEÃO,2,0,2,60,62,PSDB,0.012555690562980963
2016,84921,PT,COLIGACAO:210000000755,BOQUEIRÃO DO LEÃO,9,0,9,263,272,PT,0.05508302956662616
2016,84921,PTB,COLIGACAO:210000000647,BOQUEIRÃO DO LEÃO,8,0,8,38,46,PTB,0.009315512353179425
2016,84930,PDT,COLIGACAO:210000000766,FAGUNDES VARELA,8,0,8,560,568,PDT,0.2684310018903592
2016,84930,PMDB,PARTIDO:PMDB,FAGUNDES VARELA,33,0,33,833,866,PMDB,0.40926275992438566
2016,84930,PP,COLIGACAO:210000000766,FAGUNDES VARELA,21,0,21,538,559,PP,0.26417769376181477
2016,84930,PSD,COLIGACAO:210000000766,FAGUNDES VARELA,4,0,4,118,122,PSD,0.057655954631379965
2016,84930,PT,COLIGACAO:210000000766,FAGUNDES VARELA,0,0,0,0,0,PT,0.0
2016,84930,PTB,COLIGACAO:210000000766,FAGUNDES VARELA,1,0,1,0,1,PTB,0.0004725897920604915
2016,84948,PDT,COLIGACAO:210000000983,ÁGUA SANTA,8,0,8,75,83,PDT,0.030740740740740742
2016,84948,PMDB,COLIGACAO:210000000983,ÁGUA SANTA,79,0,79,1127,1206,PMDB,0.44666666666666666
2016,84948,PP,COLIGACAO:210000002481,ÁGUA SANTA,5,0,5,326,331,PP,0.12259259259259259
2016,84948,PPS,COLIGACAO:210000002481,ÁGUA SANTA,16,0,16,365,381,PPS,0.1411111111111111
2016,84948,PSDB,COLIGACAO:210000002481,ÁGUA SANTA,9,0,9,397,406,PSDB,0.15037037037037038
2016,84948,PT,COLIGACAO:210000000983,ÁGUA SANTA,5,0,5,288,293,PT,0.10851851851851851
2016,84956,PMDB,PARTIDO:PMDB,SILVEIRA MARTINS,38,0,38,693,731,PMDB,0.37467965146078935
2016,84956,PP,COLIGACAO:210000000092,SILVEIRA MARTINS,9,0,9,597,606,PP,0.3106099436186571
2016,84956,PSDB,COLIGACAO:210000000092,SILVEIRA MARTINS,15,0,15,548,563,PSDB,0.2885699641209636
2016,84956,PT,PARTIDO:PT,SILVEIRA MARTINS,4,0,4,47,51,PT,0.026140440799589954
2016,84964,PDT,PARTIDO:PDT,IBIRAPUITÃ,22,0,22,817,839,PDT,0.2621875
2016,84964,PMDB,PARTIDO:PMDB,IBIRAPUITÃ,16,0,16,799,815,PMDB,0.2546875
2016,84964,PP,PARTIDO:PP,IBIRAPUITÃ,55,0,55,995,1050,PP,0.328125
2016,84964,PSB,COLIGACAO:210000002707,IBIRAPUITÃ,3,0,3,63,66,PSB,0.020625
2016,84964,PSC,COLIGACAO:210000002707,IBIRAPUITÃ,0,0,0,115,115,PSC,0.0359375
2016,84964,PTB,COLIGACAO:210000002707,IBIRAPUITÃ,28,0,28,287,315,PTB,0.0984375
2016,84972,PMDB,COLIGACAO:210000001152,IBARAMA,50,0,50,1462,1512,PMDB,0.4268774703557312
2016,84972,PP,COLIGACAO:210000000764,IBARAMA,56,0,56,1448,1504,PP,0.4246188594014681
2016,84972,PT,COLIGACAO:210000000764,IBARAMA,8,0,8,148,156,PT,0.044042913608131
2016,84972,PTB,COLIGACAO:210000001152,IBARAMA,3,0,3,367,370,PTB,0.10446075663466968
2016,84980,PDT,COLIGACAO:210000000987,PANTANO GRANDE,47,0,47,859,906,PDT,0.12666014259751154
2016,84980,PMDB,COLIGACAO:210000000987,PANTANO GRANDE,26,0,26,790,816,PMDB,0.1140780092268978
2016,84980,PP,COLIGACAO:210000000976,PANTANO GRANDE,99,0,99,1467,1566,PP,0.21892912064867887
2016,84980,PSB,COLIGACAO:210000002351,PANTANO GRANDE,10,0,10,197,207,PSB,0.028938906752411574
2016,84980,PSD,COLIGACAO:210000002351,PANTANO GRANDE,6,0,6,174,180,PSD,0.025164266741227456
2016,84980,PSDB,COLIGACAO:210000000976,PANTANO GRANDE,11,0,11,330,341,PSDB,0.04767230532643646
2016,84980,PT,COLIGACAO:210000002459,PANTANO GRANDE,36,0,36,618,654,PT,0.09143016915979309
2016,84980,PTB,COLIGACAO:210000002351,PANTANO GRANDE,135,0,135,2180,2315,PTB,0.32364043058856423
2016,84980,SD,COLIGACAO:210000002459,PANTANO GRANDE,8,0,8,160,168,SD,0.023486648958478958
2016,84999,PDT,COLIGACAO:210000002380,IPÊ,15,0,15,303,318,PDT,0.06776049435329214
2016,84999,PMDB,COLIGACAO:210000002419,IPÊ,77,0,77,1385,1462,PMDB,0.3115278073726827
2016,84999,PP,COLIGACAO:210000002380,IPÊ,87,0,87,1516,1603,PP,0.34157255486895377
2016,84999,PSDB,COLIGACAO:210000002419,IPÊ,11,0,11,397,408,PSDB,0.08693799275516727
2016,84999,PT,COLIGACAO:210000002419,IPÊ,7,0,7,568,575,PT,0.12252290645642447
2016,84999,PTB,COLIGACAO:210000002380,IPÊ,5,0,5,322,327,PTB,0.06967824419347965
2016,85006,DEM,COLIGACAO:210000000761,TRINDADE DO SUL,3,0,3,260,263,DEM,0.06213087644696433
2016,85006,PDT,COLIGACAO:210000001106,TRINDADE DO SUL,94,0,94,1242,1336,PDT,0.31561540278762107
2016,85006,PMDB,COLIGACAO:210000000761,TRINDADE DO SUL,62,0,62,396,458,PMDB,0.1081974958658162
2016,85006,PP,COLIGACAO:210000001106,TRINDADE DO SUL,18,0,18,170,188,PP,0.04441294590125207
2016,85006,PPS,COLIGACAO:210000000761,TRINDADE DO SUL,13,0,13,208,221,PPS,0.05220883534136546
2016,85006,PSB,COLIGACAO:210000000761,TRINDADE DO SUL,1,0,1,241,242,PSB,0.057169855894164893
2016,85006,PSDB,COLIGACAO:210000001106,TRINDADE DO SUL,9,0,9,437,446,PSDB,0.10536262697850224
2016,85006,PT,COLIGACAO:210000000761,TRINDADE DO SUL,28,0,28,792,820,PT,0.19371604063312073
2016,85006,PTB,COLIGACAO:210000001106,TRINDADE DO SUL,2,0,2,257,259,PTB,0.06118592015119301
2016,85014,DEM,COLIGACAO:210000001504,AGUDO,16,0,16,293,309,DEM,0.0279158008853555
2016,85014,PDT,COLIGACAO:210000001004,AGUDO,37,0,37,1005,1042,PDT,0.09413677839009847
2016,85014,PMDB,COLIGACAO:210000001004,AGUDO,274,0,274,4618,4892,PMDB,0.44195500948595173
2016,85014,PP,COLIGACAO:210000001504,AGUDO,88,0,88,2611,2699,PP,0.24383413135784623
2016,85014,PSB,PARTIDO:PSB,AGUDO,3,0,3,132,135,PSB,0.012196223687776673
2016,85014,PSDB,COLIGACAO:210000001504,AGUDO,129,0,129,1140,1269,PSDB,0.11464450266510073
2016,85014,PT,COLIGACAO:210000001004,AGUDO,19,0,19,704,723,PT,0.06531755352787064
2016,85022,PDT,COLIGACAO:210000002150,ERNESTINA,29,0,29,744,773,PDT,0.30638129211256443
2016,85022,PMDB,COLIGACAO:210000002150,ERNESTINA,4,0,4,113,117,PMDB,0.04637336504161712
2016,85022,PP,COLIGACAO:210000001019,ERNESTINA,3,0,3,179,182,PP,0.07213634562029331
2016,85022,PSB,PARTIDO:PSB,ERNESTINA,10,0,10,482,492,PSB,0.19500594530321047
2016,85022,PSDB,COLIGACAO:210000001019,ERNESTINA,35,0,35,783,818,PSDB,0.32421720174395563
2016,85022,PTB,COLIGACAO:210000002150,ERNESTINA,2,0,2,139,141,PTB,0.0558858501783591
2016,85030,PDT,COLIGACAO:210000002449,AJURICABA,6,0,6,308,314,PDT,0.06048930841841649
2016,85030,PMDB,COLIGACAO:210000002449,AJURICABA,77,0,77,780,857,PMDB,0.1650934309381622
2016,85030,PP,COLIGACAO:210000002449,AJURICABA,29,0,29,1033,1062,PP,0.20458485840878443
2016,85030,PT,PARTIDO:PT,AJURICABA,56,0,56,1051,1107,PT,0.21325370834136004
2016,85030,PTB,PARTIDO:PTB,AJURICABA,101,0,101,1750,1851,PTB,0.35657869389327684
2016,85049,PDT,COLIGACAO:210000000602,DEZESSEIS DE NOVEMBRO,12,0,12,214,226,PDT,0.09483843894250944
2016,85049,PMDB,PARTIDO:PMDB,DEZESSEIS DE NOVEMBRO,49,0,49,917,966,PMDB,0.4053713806126731
2016,85049,PP,COLIGACAO:210000000602,DEZESSEIS DE NOVEMBRO,49,0,49,810,859,PP,0.3604699958036089
2016,85049,PT,COLIGACAO:210000000602,DEZESSEIS DE NOVEMBRO,11,0,11,321,332,PT,0.13932018464120857
2016,85057,PDT,PARTIDO:PDT,ALECRIM,70,0,70,355,425,PDT,0.08191981495759446
2016,85057,PMDB,PARTIDO:PMDB,ALECRIM,157,0,157,3242,3399,PMDB,0.655165767154973
2016,85057,PP,PARTIDO:PP,ALECRIM,35,0,35,502,537,PP,0.10350809560524286
2016,85057,PPS,PARTIDO:PPS,ALECRIM,10,0,10,817,827,PPS,0.15940632228218968
2016,85065,PDT,COLIGACAO:210000002153,BROCHIER,20,0,20,927,947,PDT,0.27836566725455614
2016,85065,PMDB,COLIGACAO:210000001612,BROCHIER,48,0,48,1146,1194,PMDB,0.3509700176366843
2016,85065,PP,PARTIDO:PP,BROCHIER,60,0,60,509,569,PP,0.16725455614344503
2016,85065,PSDB,COLIGACAO:210000001612,BROCHIER,6,0,6,199,205,PSDB,0.06025867136978248
2016,85065,PT,COLIGACAO:210000002153,BROCHIER,9,0,9,420,429,PT,0.12610229276895943
2016,85065,PTB,COLIGACAO:210000001612,BROCHIER,2,0,2,56,58,PTB,0.017048794826572605
2016,85073,PC do B,COLIGACAO:210000001140,ALEGRETE,9,0,9,925,934,PC DO B,0.02188583747305277
2016,85073,PDT,COLIGACAO:210000000555,ALEGRETE,215,0,215,8679,8894,PDT,0.2084075358515325
2016,85073,PMDB,COLIGACAO:210000000146,ALEGRETE,157,0,157,6077,6234,PMDB,0.14607742056425158
2016,85073,PP,PARTIDO:PP,ALEGRETE,1044,0,1044,11908,12952,PP,0.30349611022588807
2016,85073,PPS,COLIGACAO:210000001140,ALEGRETE,16,0,16,472,488,PPS,0.01143499859405755
2016,85073,PR,COLIGACAO:210000001140,ALEGRETE,16,0,16,688,704,PR,0.016496391414378104
2016,85073,PRB,COLIGACAO:210000002695,ALEGRETE,47,0,47,364,411,PRB,0.009630705783109945
2016,85073,PSB,COLIGACAO:210000000146,ALEGRETE,25,0,25,859,884,PSB,0.020714218764645236
2016,85073,PSC,COLIGACAO:210000000555,ALEGRETE,17,0,17,823,840,PSC,0.0196831943012466
2016,85073,PSD,COLIGACAO:210000002695,ALEGRETE,18,0,18,1324,1342,PSD,0.03144624613365826
2016,85073,PSDB,COLIGACAO:210000000146,ALEGRETE,49,0,49,1731,1780,PSDB,0.04170962601930828
2016,85073,PT,COLIGACAO:210000001140,ALEGRETE,807,0,807,5410,6217,PT,0.14567907020339302
2016,85073,PTB,COLIGACAO:210000001140,ALEGRETE,31,0,31,334,365,PTB,0.008552816571375011
2016,85073,SD,COLIGACAO:210000002695,ALEGRETE,18,0,18,613,631,SD,0.014785828100103102
2016,85081,PC do B,COLIGACAO:210000000600,EREBANGO,0,0,0,73,73,PC DO B,0.03141135972461274
2016,85081,PDT,COLIGACAO:210000000600,EREBANGO,5,0,5,70,75,PDT,0.032271944922547334
2016,85081,PMDB,COLIGACAO:210000000215,EREBANGO,42,0,42,712,754,PMDB,0.3244406196213425
2016,85081,PP,COLIGACAO:210000000215,EREBANGO,10,0,10,390,400,PP,0.1721170395869191
2016,85081,PPS,COLIGACAO:210000000600,EREBANGO,48,0,48,974,1022,PPS,0.4397590361445783
2016,85090,PDT,COLIGACAO:210000001299,ALPESTRE,81,0,81,1109,1190,PDT,0.21402877697841727
2016,85090,PMDB,COLIGACAO:210000001273,ALPESTRE,114,0,114,2128,2242,PMDB,0.40323741007194247
2016,85090,PP,PARTIDO:PP,ALPESTRE,64,0,64,939,1003,PP,0.18039568345323742
2016,85090,PPS,COLIGACAO:210000001299,ALPESTRE,7,0,7,335,342,PPS,0.06151079136690647
2016,85090,PSB,COLIGACAO:210000001299,ALPESTRE,0,0,0,28,28,PSB,0.005035971223021582
2016,85090,PT,COLIGACAO:210000001273,ALPESTRE,14,0,14,327,341,PT,0.061330935251798564
2016,85090,PTB,COLIGACAO:210000001273,ALPESTRE,13,0,13,401,414,PTB,0.07446043165467627
