ano,auc_cv_total,auc_cv_total_digital,ganho_auc_cv,ganho_auc_cv_p10,ganho_auc_cv_p90
2020,0.8930228395061728,0.8882111111111111,-0.004811728395061703,-0.04036111111111108,0.024972222222222222
2024,0.9123885291396854,0.9093186864014801,-0.0030698427382053616,-0.02228260869565225,0.026137835337650385
