ano,id_candidato,nome_candidato,partido,eleito,receita_total_2024,despesa_total_2024,Audiovisual,Digital estrito,Infraestrutura e administração,Mobilização e pessoal,Publicidade tradicional,Serviços profissionais,Transferências e outros,Transporte e logística,Digital estrito — R$ 2024,Audiovisual — R$ 2024,Publicidade tradicional — R$ 2024,Mobilização e pessoal — R$ 2024,Serviços profissionais — R$ 2024,Transporte e logística — R$ 2024,Infraestrutura e administração — R$ 2024,Transferências e outros — R$ 2024
2016,210000032341,JOSÉ GLEI SANTANNA JARDIM,PPS,0,2027.079377301246,1995.9901110489263,0.0,0.0,0.0,0.0,1048.24,300.0,0.0,0.0,0.0,0.0,1551.8577360157883,0.0,444.1323750331379,0.0,0.0,0.0
2016,210000032318,FABIO DINIZ ANTUNES DE AVILA,PV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032478,DANIEL MADRUGA RODEGHIERO,PSB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032420,FERNANDA RIBEIRO GIORGI,PP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032730,REINALDO LUIZ REICHOW,PT do B,0,1184.353000088368,1184.353000088368,0.0,0.0,0.0,0.0,785.6,0.0,14.4,0.0,0.0,0.0,1163.0346460867772,0.0,0.0,0.0,0.0,21.31835400159062
2016,210000032455,JOSE FRANCISCO ASSUMPÇAO DA LUZ,PSB,0,562.5676750419747,562.5676750419747,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,562.5676750419747,0.0,0.0,0.0,0.0,0.0
2016,210000032388,MAXIMILIANO DA ROSA SOARES,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000031737,CLEITON LUIS GARCIA NUNES,PR,0,2783.2295502076645,2783.2295502076645,0.0,0.0,0.0,0.0,1880.0,0.0,0.0,0.0,0.0,0.0,2783.2295502076645,0.0,0.0,0.0,0.0,0.0
2016,210000032307,LIZIANE BUENO LEMES,PTB,0,888.2647500662758,888.2647500662758,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,888.2647500662758,0.0,0.0,0.0
2016,210000031750,INACIO DIAS DOS SANTOS,PRB,0,1997.1152463990104,1997.1152463990104,0.0,0.0,0.0,0.0,435.0,914.0,0.0,0.0,0.0,0.0,643.99194379805,0.0,1353.1233026009602,0.0,0.0,0.0
2016,210000032301,REINALDO ELIAS LOURENÇO MAGALHÃES,PTB,1,9199.017795811364,9199.017795811364,0.0,0.0,0.0,1700.0,1703.7,600.0,0.0,2210.0,0.0,0.0,2522.2277578131902,2516.7501251877816,888.2647500662758,3271.775162744116,0.0,0.0
2016,210000032302,WILSON GOEBEL,PTB,0,2543.39806768977,2507.156865887066,0.0,0.0,0.0,0.0,1093.52,600.0,0.0,0.0,0.0,0.0,1618.89211582079,0.0,888.2647500662758,0.0,0.0,0.0
2016,210000032312,SIMONE AVILA FERNANDES,PV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032424,PAULO CESAR COITINHO DOS SANTOS,DEM,0,17372.978070046247,17340.408362543814,300.0,0.0,950.0,0.0,6083.0,1780.0,0.0,2600.0,0.0,444.1323750331379,9005.524124421927,0.0,2635.1854251966183,3849.1472502871957,1406.4191876049367,0.0
2016,210000031861,ANA LUIZA TAVARES RUOSO,PSDB,0,15959.156676190756,15859.00482562078,600.0,0.0,0.0,0.0,7337.3,550.0,0.0,2225.05,0.0,888.2647500662758,10862.441584435477,0.0,814.2426875607529,3294.055803558279,0.0,0.0
2016,210000032452,LILIAN REJANE NUNES SAMPAIO RODRIGUES,PHS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032475,JOSÉ NILTON AMARO CAETANO,PSB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032310,FABRICIO CKLESS TAVARES DA SILVA,PSD,1,69876.82700521371,69835.95202229815,500.0,0.0,204.2,19719.0,15271.69,0.0,0.0,11477.5,0.0,740.2206250552299,22608.83983489941,29192.821010928157,0.0,16991.764448142803,302.30610327255584,0.0
2016,210000032471,JESUS SAGAS MATHIAS,PSB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032299,MARCO ANTONIO OLIVEIRA FERREIRA,PTB,0,1811.9860680726968,1811.9860680726972,0.0,0.0,0.0,0.0,623.95,600.0,0.0,0.0,0.0,0.0,923.7213180064215,0.0,888.2647500662758,0.0,0.0,0.0
2016,210000032410,MATEUS DE OLIVEIRA DUARTE,PTN,0,950.7393708209372,950.7393708209372,0.0,0.0,0.0,0.0,642.2,0.0,0.0,0.0,0.0,0.0,950.7393708209373,0.0,0.0,0.0,0.0,0.0
2016,210000031746,DAVI DUMMER CARDOSO VERGARA,PRB,0,5720.424990426816,5720.424990426816,450.0,0.0,0.0,0.0,670.0,914.0,0.0,1830.0,0.0,666.1985625497069,991.8956375740081,0.0,1353.1233026009602,2709.2074877021414,0.0,0.0
2016,210000032504,ANTÔNIO PEIXOTO OLIVEIRA,PDT,0,7176.276111372941,7176.276111372941,200.0,0.0,200.0,0.0,3447.39,700.0,0.0,300.0,0.0,296.088250022092,5103.658361218298,0.0,1036.3088750773218,444.1323750331379,296.088250022092,0.0
2016,210000032283,FERNANDA QUADRADO CRUZ,PSOL,0,841.7196771628029,841.7196771628029,0.0,0.0,0.0,0.0,0.0,0.0,568.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.7196771628029
2016,210000032716,DANIEL DE AVILA MENESES,PT do B,0,547.7632625408701,547.7632625408701,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,547.7632625408701,0.0,0.0,0.0,0.0,0.0
2016,210000032362,CLOVIS VALIM GARCIA,PMDB,0,971.1694600724616,971.1694600724616,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,971.1694600724617,0.0,0.0,0.0,0.0,0.0
2016,210000032506,MARCUS SIQUEIRA DA CUNHA,PDT,1,79875.34229373472,79875.34229373472,0.0,0.0,4391.1,19563.98,22893.93,4049.99,0.0,3054.74,0.0,0.0,33893.11834914136,28963.323008336032,5995.772258534861,4522.3631043624255,6500.76557336004,0.0
2016,210000032425,DIONES ALMEIDA DA SILVA,DEM,0,2117.0309876579577,2076.170809154909,0.0,0.0,17.7,0.0,1184.7,200.0,0.0,0.0,0.0,0.0,1753.878749005862,0.0,296.088250022092,0.0,26.203810126955137,0.0
2016,210000032359,DANIELA GANTES DA SILVA,PMDB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032498,FLORACI DE VASCONCELOS VITACA,PDT,0,960.7915669091872,1256.8798169312793,0.0,0.0,0.0,0.0,498.99,350.0,0.0,0.0,0.0,0.0,738.7253793926184,0.0,518.1544375386609,0.0,0.0,0.0
2016,210000032722,HUMBERTO LUIZ DOS SANTOS,PT do B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032488,ANA EMILIA DANEMBERG PERCEU,PDT,0,1197.662166926861,1434.5327669445344,0.0,0.0,0.0,0.0,498.99,470.0,0.0,0.0,0.0,0.0,738.7253793926184,0.0,695.8073875519161,0.0,0.0,0.0
2016,210000032276,FERNANDA PINTO MIRANDA,PSOL,1,5317.0935762467225,5316.560617396683,0.0,0.0,0.0,2211.56,911.08,0.0,368.56,100.0,0.0,0.0,1348.8004141506378,3274.0846510942883,0.0,148.044125011046,0.0,545.631427140711
2016,210000032423,MARCIO PEREIRA DOS SANTOS,DEM,0,4047.526377801997,4047.526377801997,0.0,0.0,0.0,0.0,2534.0,200.0,0.0,0.0,0.0,0.0,3751.4381277799052,0.0,296.088250022092,0.0,0.0,0.0
2016,210000032414,FAGNER SILVEIRA FEIJO,PP,0,4145.235500309287,4145.250304721789,0.0,0.0,0.0,0.0,2800.01,0.0,0.0,0.0,0.0,0.0,4145.250304721789,0.0,0.0,0.0,0.0,0.0
2016,210000031872,FRANCISCO EDSON REBOUCAS DE PONTES JUNIOR,PSDB,0,532.9588500397655,532.9588500397655,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,532.9588500397655,0.0,0.0,0.0,0.0,0.0
2016,210000032329,ALESSANDRA MOTA VARGAS,PATRIOTA,0,592.176500044184,592.176500044184,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,592.176500044184,0.0,0.0,0.0
2016,210000032417,MOACIR CARDOSO GOTUZZO JUNIOR,PP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032487,OTÁVIO BRAUVERES MACHADO,PDT,0,2093.329123243689,2090.072152493446,0.0,0.0,57.8,0.0,703.99,650.0,0.0,0.0,0.0,0.0,1042.2158356652626,0.0,962.2868125717989,0.0,85.56950425638458,0.0
2016,210000032723,JOSÉ RENATO PASTORINI DE SOUZA,PT do B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000033249,EDIENEZ PEREIRA CHAGAS,PSDB,0,962.2868125717988,962.2868125717988,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,962.2868125717989,0.0,0.0,0.0
2016,210000032450,TEREZA MARIA NUNES SAMPAIO,PHS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032511,LUIS CARLOS DA SILVEIRA FELZ,PDT,0,1701.0418007894193,960.8211757341896,0.0,0.0,0.0,0.0,499.01,150.0,0.0,0.0,0.0,0.0,738.7549882176205,0.0,222.06618751656896,0.0,0.0,0.0
2016,210000032345,LÉLIA TELMA SHWANZ,PPS,0,4209.767934401602,4209.767934401602,0.0,0.0,44.35,650.0,1199.24,300.0,0.0,650.0,0.0,0.0,1775.4043647824678,962.2868125717989,444.1323750331379,962.2868125717989,65.6575694423989,0.0
2016,210000032304,JULIANA RODRIGUES GOIA,PTB,0,888.2647500662758,888.2647500662758,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,888.2647500662758,0.0,0.0,0.0
2016,210000032264,CESAR AUGUSTO ARAUJO DE BARROS,PROS,0,500.3891425373354,500.3891425373354,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,500.38914253733543,0.0,0.0,0.0,0.0,0.0
