ano,codigo_municipio,municipio,candidatos,eleitos,despesa_total_2024,despesa_digital_2024,despesa_nao_digital_2024,fracao_digital_agregada,taxa_adocao_digital,taxa_adocao_eleitos,taxa_adocao_nao_eleitos,diferenca_adocao_eleitos,fracao_digital_media_eleitos,fracao_digital_media_nao_eleitos,diferenca_fracao_digital_eleitos,auc_receita,auc_despesa_total,auc_despesa_nao_digital,auc_despesa_digital,delta_auc_digital,fracao_digital_agregada_residuo_tamanho,fracao_digital_agregada_percentil_ajustado,taxa_adocao_digital_residuo_tamanho,taxa_adocao_digital_percentil_ajustado,delta_auc_digital_residuo_tamanho,delta_auc_digital_percentil_ajustado
2016,84921,BOQUEIRÃO DO LEÃO,33,9,92811.58598132494,0.0,92811.58598132494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9212962962962963,0.9166666666666666,0.9166666666666666,0.5,0.0,-0.00016420075464760036,0.44668008048289737,-0.0003201927639547311,0.4607645875251509,4.8010671392986836e-05,0.4869215291750503
2016,84930,FAGUNDES VARELA,16,9,44194.502308609975,0.0,44194.502308609975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6031746031746033,0.6031746031746033,0.6031746031746033,0.5,0.0,-7.987065672331285e-05,0.806841046277666,-0.00026480029987300966,0.5010060362173038,8.85750940291992e-05,0.959758551307847
2016,84948,ÁGUA SANTA,26,9,101563.1996269404,0.0,101563.1996269404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7712418300653595,0.7712418300653595,0.7712418300653595,0.5,0.0,-9.984295221138152e-05,0.6659959758551308,-0.00010516608617706206,0.7464788732394366,5.967111235970825e-05,0.7002012072434608
2016,84956,SILVEIRA MARTINS,25,9,123224.94197649416,0.0,123224.94197649416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704861111111111,0.704861111111111,0.704861111111111,0.5,0.0,-9.275381181979697e-05,0.7012072434607646,-8.862743996724572e-05,0.7977867203219315,6.175386645684119e-05,0.7334004024144869
2016,84964,IBIRAPUITÃ,34,9,134274.28926875608,0.0,134274.28926875608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7288888888888889,0.7288888888888888,0.7288888888888888,0.5,0.0,-0.00017485488160270607,0.4154929577464789,-0.0003610997328373465,0.41750503018108653,4.667351707789617e-05,0.4557344064386318
2016,84972,IBARAMA,28,9,61053.545198680375,0.0,61053.545198680375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8801169590643275,0.8801169590643275,0.8801169590643275,0.5,0.0,-0.00011592272678545503,0.6016096579476862,-0.0001508665451618254,0.6599597585513078,5.586146908591025e-05,0.6398390342052314
2016,84980,PANTANO GRANDE,48,9,330328.59106203425,0.0,330328.59106203425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7521367521367521,0.7549857549857548,0.7549857549857548,0.5,0.0,-0.0003403913917577192,0.22535211267605634,-0.001062620036244225,0.22334004024144868,3.326292446241464e-05,0.26961770623742454
2016,84999,IPÊ,22,9,136838.6355801349,0.0,136838.6355801349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094017094017093,0.717948717948718,0.717948717948718,0.5,0.0,-7.641766613220523e-05,0.8329979879275654,-7.114121151380437e-05,0.8953722334004024,6.885723450961779e-05,0.8390342052313883
2016,85006,TRINDADE DO SUL,25,9,99180.91798050016,0.0,99180.91798050016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.8125,0.5,0.0,-9.275381181979697e-05,0.7012072434607646,-8.862743996724572e-05,0.7977867203219315,6.175386645684119e-05,0.7334004024144869
2016,85014,AGUDO,36,9,124055.12901631859,0.0,124055.12901631859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691358024691358,0.691358024691358,0.691358024691358,0.5,0.0,-0.00019687902054366086,0.35110663983903423,-0.00044818189692614205,0.35714285714285715,4.419080094231887e-05,0.39738430583501005
2016,85022,ERNESTINA,30,9,84047.21093213349,0.0,84047.21093213349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6164021164021164,0.6164021164021164,0.6164021164021164,0.5,0.0,-0.0001340667680352351,0.5392354124748491,-0.00021050321478756752,0.5633802816901409,5.246412089028307e-05,0.5754527162977867
2016,85030,AJURICABA,34,9,76040.5701279861,0.0,76040.5701279861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8088888888888889,0.8088888888888889,0.8088888888888889,0.5,0.0,-0.00017485488160270607,0.4154929577464789,-0.0003610997328373465,0.41750503018108653,4.667351707789617e-05,0.4557344064386318
2016,85049,DEZESSEIS DE NOVEMBRO,22,9,50688.82796253203,0.0,50688.82796253203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8076923076923076,0.8076923076923076,0.8076923076923076,0.5,0.0,-7.641766613220523e-05,0.8329979879275654,-7.114121151380437e-05,0.8953722334004024,6.885723450961779e-05,0.8390342052313883
2016,85057,ALECRIM,24,9,73692.99002444843,0.0,73692.99002444843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555556,0.7555555555555556,0.7555555555555556,0.5,0.0,-8.641435119731845e-05,0.755533199195171,-7.700469124165385e-05,0.8561368209255533,6.397012158673103e-05,0.7756539235412475
2016,85065,BROCHIER,39,9,207917.46244513828,0.0,207917.46244513828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512962962962963,0.512962962962963,0.512962962962963,0.5,0.0,-0.00023132231305547223,0.30784708249496984,-0.0005895452621172849,0.30985915492957744,4.0886347424228636e-05,0.35412474849094566
2016,85073,ALEGRETE,106,15,948736.0081124628,5388.806150402073,943347.2019620608,0.005679984847548114,0.02830188679245283,0.2,0.0,0.2,0.00773735565442903,0.0,0.00773735565442903,0.9172161172161172,0.9179487179487179,0.9179487179487179,0.6,0.0,0.004658189439536701,0.9758551307847082,0.024001957216372282,0.9859154929577465,1.7113297646809022e-05,0.06237424547283702
2016,85081,EREBANGO,30,9,112782.70883649001,0.0,112782.70883649001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798941798941799,0.6798941798941799,0.6798941798941799,0.5,0.0,-0.0001340667680352351,0.5392354124748491,-0.00021050321478756752,0.5633802816901409,5.246412089028307e-05,0.5754527162977867
2016,85090,ALPESTRE,26,9,98088.58920851866,0.0,98088.58920851866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7581699346405228,0.7581699346405228,0.7581699346405228,0.5,0.0,-9.984295221138152e-05,0.6659959758551308,-0.00010516608617706206,0.7464788732394366,5.967111235970825e-05,0.7002012072434608
2016,85103,ENTRE-IJUÍS,36,9,158993.45369245045,0.0,158993.45369245045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094650205761317,0.8353909465020577,0.8353909465020577,0.5,0.0,-0.00019687902054366086,0.35110663983903423,-0.00044818189692614205,0.35714285714285715,4.419080094231887e-05,0.39738430583501005
2016,85111,ALVORADA,281,17,1312186.5260676309,139.90169813543844,1312046.6243694955,0.00010661723417835783,0.0035587188612099642,0.0,0.003787878787878788,-0.003787878787878788,0.0,6.437209375323394e-05,-6.437209375323394e-05,0.9688057040998218,0.9685828877005347,0.9685828877005347,0.4981060606060606,0.0,-0.0023381264696167945,0.006036217303822937,-0.007884649989515952,0.01609657947686117,2.6181556451772137e-05,0.19517102615694165
2016,85120,NOVA ESPERANÇA DO SUL,25,9,128096.39312763262,0.0,128096.39312763262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.6041666666666666,0.6041666666666666,0.5,0.0,-9.275381181979697e-05,0.7012072434607646,-8.862743996724572e-05,0.7977867203219315,6.175386645684119e-05,0.7334004024144869
2016,85138,ANTA GORDA,18,9,68239.23691640401,0.0,68239.23691640401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.5,0.0,-7.136463698981445e-05,0.886317907444668,-0.0001543670890462443,0.6287726358148893,8.095511392154583e-05,0.9346076458752515
2016,85146,PAVERAMA,50,9,108533.8572530855,0.0,108533.8572530855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8075880758807588,0.8048780487804877,0.8048780487804877,0.5,0.0,-0.0003652012302209857,0.21227364185110664,-0.001173793882299482,0.20422535211267606,3.192693680935867e-05,0.2545271629778672
2016,85154,ANTÔNIO PRADO,38,9,91046.39666116823,0.0,91046.39666116823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603448275862069,0.6034482758620688,0.6034482758620688,0.5,0.0,-0.00021968313124673424,0.32595573440643866,-0.000541180775437968,0.3319919517102616,4.1936585783334904e-05,0.3722334004024145
2016,85162,TERRA DE AREIA,30,9,128494.0100385873,0.0,128494.0100385873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724867724867726,0.7724867724867726,0.7724867724867726,0.5,0.0,-0.0001340667680352351,0.5392354124748491,-0.00021050321478756752,0.5633802816901409,5.246412089028307e-05,0.5754527162977867
2016,85170,ARATIBA,43,9,165823.23252923504,0.0,165823.23252923504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.5,0.0,-0.0002790532360387,0.24949698189134809,-0.0007928110452975389,0.24748490945674045,3.712998787224201e-05,0.2937625754527163
2016,85189,HARMONIA,30,9,118558.26545907094,0.0,118558.26545907094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8042328042328042,0.8068783068783069,0.8068783068783069,0.5,0.0,-0.0001340667680352351,0.5392354124748491,-0.00021050321478756752,0.5633802816901409,5.246412089028307e-05,0.5754527162977867
2016,85197,ARROIO DO MEIO,52,11,264436.7417918053,0.0,264436.7417918053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403547671840355,0.8403547671840355,0.8403547671840355,0.5,0.0,-0.00039008437436666946,0.2012072434607646,-0.0012862554521680938,0.19114688128772636,3.069415083814151e-05,0.2414486921529175
2016,85200,CAMPOS BORGES,35,9,109580.78089192612,0.0,109580.78089192612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6901709401709402,0.688034188034188,0.688034188034188,0.5,0.0,-0.00018575710854876,0.3822937625754527,-0.0004038226953535733,0.3843058350100604,4.540166892762898e-05,0.4225352112676056
2016,85219,ARROIO DOS RATOS,53,9,156979.81672170022,0.0,156979.81672170022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7588383838383838,0.7588383838383838,0.7588383838383838,0.5,0.0,-0.00040253976141088924,0.193158953722334,-0.0013428741771037641,0.18309859154929578,3.0113432745425053e-05,0.2323943661971831
2016,85227,CERRO GRANDE,29,9,96946.66565465849,0.0,96946.66565465849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7027777777777778,0.7055555555555556,0.7055555555555556,0.5,0.0,-0.0001247674792298027,0.5724346076458753,-0.00017913262840498086,0.5985915492957746,5.411540044338538e-05,0.6096579476861167
2016,85235,ARROIO DO TIGRE,35,9,207333.82809110728,0.0,207333.82809110728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6965811965811965,0.6965811965811965,0.6965811965811965,0.5,0.0,-0.00018575710854876,0.3822937625754527,-0.0004038226953535733,0.3843058350100604,4.540166892762898e-05,0.4225352112676056
2016,85243,IPIRANGA DO SUL,25,9,98651.21610121064,0.0,98651.21610121064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7152777777777778,0.6944444444444444,0.6944444444444444,0.5,0.0,-9.275381181979697e-05,0.7012072434607646,-8.862743996724572e-05,0.7977867203219315,6.175386645684119e-05,0.7334004024144869
2016,85251,ARROIO GRANDE,67,9,208716.81189372294,666.1985625497069,208050.61333117323,0.003191877820024054,0.014925373134328358,0.0,0.017241379310344827,-0.017241379310344827,0.0,0.0015007003268191822,-0.0015007003268191822,0.8869731800766284,0.8869731800766284,0.8869731800766284,0.49137931034482757,0.0,0.002616168899179314,0.971830985915493,0.012778328599967479,0.9738430583501007,2.3937612751132184e-05,0.17404426559356137
2016,85260,LAGOÃO,30,9,85671.81755117972,0.0,85671.81755117972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8624338624338624,0.8624338624338624,0.8624338624338624,0.5,0.0,-0.0001340667680352351,0.5392354124748491,-0.00021050321478756752,0.5633802816901409,5.246412089028307e-05,0.5754527162977867
2016,85278,ARVOREZINHA,36,9,126068.35146351879,0.0,126068.35146351879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8004115226337448,0.7983539094650206,0.7983539094650206,0.5,0.0,-0.00019687902054366086,0.35110663983903423,-0.00044818189692614205,0.35714285714285715,4.419080094231887e-05,0.39738430583501005
2016,85286,ESTAÇÃO,34,9,87277.93345901206,0.0,87277.93345901206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911111111111111,0.7888888888888889,0.7888888888888889,0.5,0.0,-0.00017485488160270607,0.4154929577464789,-0.0003610997328373465,0.41750503018108653,4.667351707789617e-05,0.4557344064386318
2016,85294,AUGUSTO PESTANA,30,9,125242.28005036968,0.0,125242.28005036968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8253968253968254,0.8306878306878307,0.8306878306878307,0.5,0.0,-0.0001340667680352351,0.5392354124748491,-0.00021050321478756752,0.5633802816901409,5.246412089028307e-05,0.5754527162977867
2016,85308,ARROIO DO SAL,71,9,186843.4404674659,0.0,186843.4404674659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6478494623655914,0.6523297491039427,0.6523297491039427,0.5,0.0,-0.0006242450850231166,0.13279678068410464,-0.0023767528268514022,0.1227364185110664,2.2688523785261315e-05,0.16498993963782696
2016,85316,BAGÉ,188,17,879683.2539247106,0.0,879683.2539247106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981768145854833,0.8937048503611971,0.8937048503611971,0.5,0.0,-0.0017796525599247989,0.012072434607645875,-0.008073943926476491,0.01006036217303823,1.852987152754043e-05,0.10261569416498995
2016,85324,SÃO JOSÉ DO HORTÊNCIO,22,9,33156.42117426139,0.0,33156.42117426139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7136752136752136,0.7094017094017093,0.7094017094017093,0.5,0.0,-7.641766613220523e-05,0.8329979879275654,-7.114121151380437e-05,0.8953722334004024,6.885723450961779e-05,0.8390342052313883
2016,85332,BARÃO DE COTEGIPE,40,9,72369.9640924622,0.0,72369.9640924622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4659498207885304,0.4659498207885305,0.4659498207885305,0.5,0.0,-0.00024309454401840475,0.2887323943661972,-0.0006389919942901376,0.29074446680080485,3.9883237070738695e-05,0.3329979879275654
2016,85340,PINHAL,13,9,62199.70281451589,0.0,62199.70281451589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5,0.0,-0.00011490698106671195,0.6177062374245473,-0.0005668790661066267,0.32193158953722334,0.00010289415076396378,0.9818913480885312
2016,85359,BARRACÃO,25,9,106296.25913001856,0.0,106296.25913001856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333333,0.7048611111111112,0.7048611111111112,0.5,0.0,-9.275381181979697e-05,0.7012072434607646,-8.862743996724572e-05,0.7977867203219315,6.175386645684119e-05,0.7334004024144869
2016,85367,TRÊS CACHOEIRAS,31,9,72599.25483327932,0.0,72599.25483327932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8308080808080808,0.8308080808080808,0.5,0.0,-0.00014376845794204475,0.49798792756539234,-0.00024465515879092776,0.5261569416498993,5.090043766922005e-05,0.5382293762575453
2016,85375,BARRA DO RIBEIRO,67,9,174820.80668414384,0.0,174820.80668414384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984674329501915,0.9022988505747127,0.9022988505747127,0.5,0.0,-0.0005757089208447404,0.14084507042253522,-0.002147044534360879,0.13078470824949698,2.3937612751132184e-05,0.17404426559356137
2016,85383,SÃO VENDELINO,23,9,111365.34918804678,0.0,111365.34918804678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8015873015873016,0.6746031746031746,0.6746031746031746,0.5,0.0,-8.092861589969681e-05,0.7877263581488934,-7.0931155918883e-05,0.9265593561368209,6.63329386313115e-05,0.8078470824949698
2016,85391,BARROS CASSAL,35,9,168558.55500058908,0.0,168558.55500058908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649572649572649,0.7649572649572649,0.7649572649572649,0.5,0.0,-0.00018575710854876,0.3822937625754527,-0.0004038226953535733,0.3843058350100604,4.540166892762898e-05,0.4225352112676056
2016,85405,PROTÁSIO ALVES,16,9,53070.42860599724,0.0,53070.42860599724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3253968253968254,0.3253968253968254,0.3253968253968254,0.5,0.0,-7.987065672331285e-05,0.806841046277666,-0.00026480029987300966,0.5010060362173038,8.85750940291992e-05,0.959758551307847
2016,85413,BENTO GONÇALVES,170,17,681192.8416411382,532.9588500397655,680659.8827910984,0.0007823905617618565,0.011764705882352941,0.058823529411764705,0.006535947712418301,0.05228758169934641,0.0008958061580581885,0.00012784249804241176,0.0007679636600157767,0.8585159554017685,0.8504421376393695,0.8504421376393695,0.5263360246059209,0.0,-0.0008479639683151287,0.08651911468812877,0.004441185628194124,0.9517102615694165,1.7475369351379483e-05,0.07645875251509054
2016,85421,POUSO NOVO,28,9,105996.7066474712,0.0,105996.7066474712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403508771929824,0.6315789473684211,0.6315789473684211,0.5,0.0,-0.00011592272678545503,0.6016096579476862,-0.0001508665451618254,0.6599597585513078,5.586146908591025e-05,0.6398390342052314
2016,85430,BOA VISTA DO BURICÁ,19,9,54602.38921161153,0.0,54602.38921161153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.5,0.0,-7.028032636912046e-05,0.9336016096579477,-0.00011880714247054497,0.7223340040241448,7.758411821868347e-05,0.9054325955734407
2016,85448,EUGÊNIO DE CASTRO,23,9,84588.9339943739,0.0,84588.9339943739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587301587301587,0.6587301587301587,0.6587301587301587,0.5,0.0,-8.092861589969681e-05,0.7877263581488934,-7.0931155918883e-05,0.9265593561368209,6.63329386313115e-05,0.8078470824949698
2016,85456,BOM JESUS,34,9,80901.7914300863,0.0,80901.7914300863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7511111111111111,0.7511111111111111,0.7511111111111111,0.5,0.0,-0.00017485488160270607,0.4154929577464789,-0.0003610997328373465,0.41750503018108653,4.667351707789617e-05,0.4557344064386318
2016,85464,CRISTAL,50,9,161911.77350673068,0.0,161911.77350673068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7127371273712737,0.7127371273712737,0.7127371273712737,0.5,0.0,-0.0003652012302209857,0.21227364185110664,-0.001173793882299482,0.20422535211267606,3.192693680935867e-05,0.2545271629778672
2016,85472,BOM RETIRO DO SUL,55,9,211309.10893590382,0.0,211309.10893590382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748792270531401,0.748792270531401,0.748792270531401,0.5,0.0,-0.00042745490936932384,0.18611670020120724,-0.001456723740136216,0.176056338028169,2.90179461796776e-05,0.2243460764587525
2016,85480,SÃO MIGUEL DAS MISSÕES,34,9,244881.9930382338,0.0,244881.9930382338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.5,0.0,-0.00017485488160270607,0.4154929577464789,-0.0003610997328373465,0.41750503018108653,4.667351707789617e-05,0.4557344064386318
2016,85499,BOSSOROCA,31,9,112001.08026966923,0.0,112001.08026966923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383838383838383,0.8686868686868687,0.8686868686868687,0.5,0.0,-0.00014376845794204475,0.49798792756539234,-0.00024465515879092776,0.5261569416498993,5.090043766922005e-05,0.5382293762575453
2016,85502,GLORINHA,42,9,144718.9059191729,0.0,144718.9059191729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7104377104377104,0.7070707070707071,0.7070707070707071,0.5,0.0,-0.00026697408233635877,0.25855130784708247,-0.0007407167544283995,0.25653923541247486,3.800751515128715e-05,0.3028169014084507
