ano,beta_logit_condicional,beta_logit_dummies,diferenca_absoluta
2016,1.3033483804773138,1.334828395019182,0.03148001454186811
2020,1.08125118715746,1.1031989701341947,0.02194778297673472
2024,0.9551563148712381,0.9759975327491643,0.020841217877926255
