codigo_municipio,municipio,candidatos_2016,candidatos_2020,candidatos_2024,fracao_publica_2016,fracao_publica_2020,fracao_publica_2024,gini_receita_2016,gini_receita_2020,gini_receita_2024,auc_receita_eleicao_2016,auc_receita_eleicao_2020,auc_receita_eleicao_2024,entropia_normalizada_2016,entropia_normalizada_2020,entropia_normalizada_2024,variacao_fracao_publica_2024_menos_2016,variacao_gini_receita_2024_menos_2016,variacao_auc_receita_eleicao_2024_menos_2016,variacao_entropia_normalizada_2024_menos_2016
85227,CERRO GRANDE,29.0,36.0,17.0,0.006070100730076593,0.0,0.5632404659167436,0.26046656634593224,0.09012365343999629,0.17043608903417207,0.7027777777777778,0.5123456790123457,0.3888888888888889,0.9683336900455871,0.9883090917174869,0.9769589254436114,0.557170365186667,-0.09003047731176017,-0.31388888888888894,0.008625235398024289
85235,ARROIO DO TIGRE,35.0,39.0,25.0,0.028206380563347795,0.07452717106765372,0.4471761267207241,0.344429120315215,0.5036275872150129,0.27009994342824806,0.6965811965811965,0.8407407407407407,0.642361111111111,0.9421173177781748,0.8580396862546154,0.9638098994605284,0.4189697461573763,-0.07432917688696694,-0.0542200854700855,0.021692581682353662
85243,IPIRANGA DO SUL,25.0,27.0,27.0,0.05314856263825808,0.027750840191375338,0.2821738141045533,0.3110464680654472,0.24552031676782393,0.2447146043414068,0.7152777777777778,0.6882716049382717,0.5030864197530864,0.947530253017693,0.9672360417384396,0.965540875669044,0.2290252514662952,-0.06633186372404043,-0.21219135802469136,0.018010622651351005
85251,ARROIO GRANDE,67.0,51.0,48.0,0.06133394296765786,0.30394282342795365,0.5023324825130606,0.6237052229488591,0.5286301637736692,0.5825471757895893,0.8869731800766284,0.8783068783068783,0.933048433048433,0.8329991309592205,0.8763729183962892,0.842194390601984,0.44099853954540275,-0.04115804715926985,0.04607525297180459,0.009195259642763465
85260,LAGOÃO,30.0,27.0,40.0,0.011923805290940191,0.00685087763946251,0.2649432737526376,0.3774061440838934,0.2664512458877064,0.3393963551375341,0.8624338624338624,0.7160493827160495,0.8817204301075269,0.9291790073532725,0.9641173482450203,0.9470580794404135,0.2530194684616974,-0.03800978894635931,0.019286567673664434,0.017879072087141012
85278,ARVOREZINHA,36.0,39.0,35.0,0.08284769835937456,0.2097833194492964,0.5799691784232947,0.30539186812201735,0.3007239987435084,0.24218172946755367,0.8004115226337448,0.8666666666666666,0.8012820512820513,0.9572790983799117,0.9555827747807544,0.9713023784466157,0.4971214800639201,-0.06321013865446368,0.0008705286483065011,0.014023280066704058
85286,ESTAÇÃO,34.0,42.0,42.0,0.004171663091759699,0.2090569472458671,0.47618327676074124,0.23663681892558075,0.31547194297416903,0.2026753168692912,0.7911111111111111,0.6632996632996633,0.4242424242424243,0.9685672680222935,0.9430116193304334,0.9795820592266887,0.47201161366898153,-0.03396150205628956,-0.3668686868686868,0.011014791204395191
85294,AUGUSTO PESTANA,30.0,35.0,21.0,0.06341001063051567,0.19162704052399196,0.7131051883683701,0.3472069591231248,0.28608096211779577,0.3813579398280045,0.8253968253968254,0.7307692307692307,0.6944444444444444,0.9432589660977482,0.961264366871888,0.9169622620523418,0.6496951777378545,0.03415098070487965,-0.13095238095238093,-0.026296704045406405
85308,ARROIO DO SAL,71.0,70.0,62.0,0.0,0.34015184115909414,0.6592724208433862,0.5103909803025666,0.3808183968043737,0.48261138342317644,0.6478494623655914,0.8816029143897997,0.7044025157232704,0.8950160616981923,0.9313523515575699,0.9036683019331126,0.6592724208433862,-0.027779596879390134,0.05655305335767902,0.008652240234920394
85316,BAGÉ,188.0,256.0,176.0,0.0875245038349952,0.5293275169175354,0.6123014801105053,0.6975375888030788,0.6780394399035028,0.6112453539395839,0.8981768145854833,0.918040856509968,0.901590825009249,0.8234116889274805,0.8446614313265852,0.8718239632194088,0.5247769762755101,-0.08629223486349491,0.0034140104237657676,0.04841227429192829
85324,SÃO JOSÉ DO HORTÊNCIO,22.0,33.0,29.0,0.007628219854064262,0.16090962039279263,0.7066861750664558,0.363475987687081,0.26708502316848626,0.2977974947717781,0.7136752136752136,0.4583333333333333,0.575,0.92274273346405,0.9576568386299356,0.9503814769969747,0.6990579552123916,-0.06567849291530292,-0.13867521367521363,0.027638743532924726
85332,BARÃO DE COTEGIPE,40.0,40.0,32.0,0.019221960476377437,0.3755833636008525,0.8419246722185273,0.34618770244405184,0.5840098409413315,0.3537608899839093,0.4659498207885304,0.6093189964157706,0.5917874396135266,0.9477577752651298,0.8264631729759105,0.93884068659629,0.8227027117421498,0.007573187539857473,0.12583761882499622,-0.008917088668839779
85340,PINHAL,13.0,23.0,22.0,0.032457996444067855,0.4245594067008121,0.5682653851681266,0.16691771061830774,0.21065420245081934,0.19614310874287533,0.33333333333333337,0.7063492063492063,0.6153846153846154,0.9829987292084171,0.9738189941494163,0.9762486495817765,0.5358073887240588,0.029225398124567592,0.28205128205128205,-0.006750079626640648
85359,BARRACÃO,25.0,23.0,19.0,0.07248742552265525,0.2757058710544849,0.6654696654696655,0.40393226440401797,0.298729668714526,0.21362336874298604,0.7083333333333333,0.6507936507936508,0.48333333333333334,0.9175103999399316,0.9516800062278078,0.9754204969919793,0.5929822399470102,-0.19030889566103193,-0.22499999999999992,0.05791009705204775
85367,TRÊS CACHOEIRAS,31.0,29.0,29.0,0.038144097701164684,0.14429122273047512,0.653732036788103,0.38408822007597765,0.3964381674765989,0.3044088673082326,0.8333333333333334,0.6888888888888889,0.55,0.9255582497088477,0.9211159637827661,0.9452588331201512,0.6155879390869383,-0.07967935276774507,-0.2833333333333333,0.01970058341130354
85375,BARRA DO RIBEIRO,67.0,120.0,76.0,0.012983679254759134,0.2399003025304015,0.5004123686813917,0.542694711246045,0.647681431679217,0.4986831090074544,0.8984674329501915,0.8618618618618619,0.7844112769485904,0.8783227410245262,0.8381039628915329,0.8993060543985391,0.4874286894266326,-0.044011602238590575,-0.11405615600160113,0.020983313374012824
85383,SÃO VENDELINO,23.0,37.0,38.0,0.0,0.2500751139446697,0.744088644201736,0.12107620236291172,0.4421745789219691,0.33206178332324754,0.8015873015873016,0.636904761904762,0.7241379310344828,0.9909230705793195,0.905421380893031,0.9500431524595019,0.744088644201736,0.21098558096033582,-0.07744937055281886,-0.040879918119817615
