indicador,n_municipios_pareados,mediana_2016,mediana_2024,mediana_variacao_2024_menos_2016,percentual_municipios_com_aumento,estatistica_wilcoxon,p_valor
fracao_publica,497,0.0256400930162633,0.6189928446085871,0.5840563986241181,99.79879275653923,1.0,3.930974671612036e-83
gini_receita,497,0.3265440054994697,0.3711247432450073,0.008739656102972226,52.31388329979879,53199.0,0.006750304875555482
auc_receita_eleicao,497,0.7530864197530864,0.6701388888888888,-0.0690353747857253,29.577464788732392,27350.5,4.36193289840096e-27
entropia_normalizada,497,0.9466333117452795,0.9326662117919804,-0.0013127317373039515,47.88732394366197,56327.0,0.0831974741229038
